id_gene_DM,biotype_DM,gene_DM,DM_up,DM_down,id_gene_HS,gene_HS,biotype_HS,HS_up,HS_down,id_gene_MM,gene_MM,biotype_MM,MM_up,MM_down
FBgn0027509,['protein_coding'],TBCD,True,True,ENSG00000141556,TBCD,['protein_coding'],False,True,ENSMUSG00000039230,Tbcd,['protein_coding'],False,True
FBgn0033897,['protein_coding'],Rcd1,True,True,ENSG00000114982,KANSL3,['protein_coding'],True,True,ENSMUSG00000010453,Kansl3,['protein_coding'],True,True
FBgn0011211,['protein_coding'],blw,True,True,ENSG00000152234,ATP5F1A,['protein_coding'],False,True,ENSMUSG00000025428,Atp5a1,['protein_coding'],False,True
FBgn0041164,['protein_coding'],armi,True,True,ENSG00000073146,MOV10L1,['protein_coding'],True,False,ENSMUSG00000015365,Mov10l1,['protein_coding'],True,False
FBgn0037297,['protein_coding'],CG1116,True,True,ENSG00000107185,RGP1,['protein_coding'],False,True,ENSMUSG00000028468,Rgp1,['protein_coding'],True,True
FBgn0052687,['protein_coding'],CG32687,True,True,ENSG00000163428,LRRC58,['protein_coding'],False,True,ENSMUSG00000034158,Lrrc58,['protein_coding'],False,True
FBgn0039141,['protein_coding',spas,True,True,ENSG00000132436,FIGNL1,['protein_coding'],False,True,"ENSMUSG00000024068,ENSMUSG00000035455","Spast,Fignl1","['protein_coding', 'protein_coding']","True,True","False,True"
FBgn0031519, 'protein_coding'],Fign,True,True,ENSG00000132436,FIGNL1,['protein_coding'],False,True,"ENSMUSG00000024068,ENSMUSG00000035455","Spast,Fignl1","['protein_coding', 'protein_coding']","True,True","False,True"
FBgn0017414,['protein_coding'],cag,True,True,ENSG00000234616,JRK,['protein_coding'],False,True,ENSMUSG00000046380,Jrk,['protein_coding'],True,False
FBgn0019932,['protein_coding'],SamDC,True,True,ENSG00000123505,AMD1,['protein_coding'],False,True,ENSMUSG00000075232,Amd1,['protein_coding'],False,True
FBgn0031873,['protein_coding'],Gas41,True,True,ENSG00000127337,YEATS4,['protein_coding'],True,True,ENSMUSG00000020171,Yeats4,['protein_coding'],True,False
FBgn0030434,['protein_coding'],Brms1,True,True,ENSG00000100916,BRMS1L,['protein_coding'],True,True,"ENSMUSG00000012076,ENSMUSG00000080268","Brms1l,Brms1","['protein_coding', 'protein_coding']","False,True","True,False"
FBgn0040011,['protein_coding'],Slmap,True,True,ENSG00000163681,SLMAP,['protein_coding'],False,True,ENSMUSG00000021870,Slmap,['protein_coding'],False,True
FBgn0045980,['protein_coding'],niki,True,True,ENSG00000160602,AC010761.1,['protein_coding'],False,True,ENSMUSG00000017405,Nek8,['protein_coding'],True,False
FBgn0035833,['protein_coding'],CG7565,True,True,ENSG00000142687,KIAA0319L,['protein_coding'],False,True,"ENSMUSG00000006711,ENSMUSG00000028830","D130043K22Rik,AU040320","['protein_coding', 'protein_coding']","True,True","True,False"
FBgn0086445,['protein_coding'],l(2)37Cd,True,True,ENSG00000148308,GTF3C5,['protein_coding'],False,True,ENSMUSG00000026816,Gtf3c5,['protein_coding'],False,True
FBgn0031848,['protein_coding'],Nse1,True,True,ENSG00000169189,NSMCE1,['protein_coding'],True,False,ENSMUSG00000030750,Nsmce1,['protein_coding'],True,False
FBgn0027610,['protein_coding',Dic1,True,True,ENSG00000183048,SLC25A10,['protein_coding'],True,False,ENSMUSG00000025792,Slc25a10,['protein_coding'],True,True
FBgn0038797, 'protein_coding',Dic2,True,True,ENSG00000183048,SLC25A10,['protein_coding'],True,False,ENSMUSG00000025792,Slc25a10,['protein_coding'],True,True
FBgn0033248, 'protein_coding',Dic3,True,True,ENSG00000183048,SLC25A10,['protein_coding'],True,False,ENSMUSG00000025792,Slc25a10,['protein_coding'],True,True
FBgn0036807, 'protein_coding',CG6893,True,True,ENSG00000183048,SLC25A10,['protein_coding'],True,False,ENSMUSG00000025792,Slc25a10,['protein_coding'],True,True
FBgn0036808, 'protein_coding'],Dic4,True,True,ENSG00000183048,SLC25A10,['protein_coding'],True,False,ENSMUSG00000025792,Slc25a10,['protein_coding'],True,True
FBgn0052110,['protein_coding'],CG32110,True,True,ENSG00000079387,SENP1,['protein_coding'],False,True,ENSMUSG00000033075,Senp1,['protein_coding'],True,False
FBgn0037141,['protein_coding'],DNApol-eta,True,True,ENSG00000170734,POLH,['protein_coding'],True,False,ENSMUSG00000023953,Polh,['protein_coding'],True,True
FBgn0026876,['protein_coding'],CG11403,True,False,ENSG00000013573,DDX11,['protein_coding'],False,True,ENSMUSG00000035842,Ddx11,['protein_coding'],True,True
FBgn0032005,['protein_coding'],Snx6,True,True,ENSG00000089006,SNX5,['protein_coding'],False,True,ENSMUSG00000056185,Snx32,['protein_coding'],True,False
FBgn0052626,['protein_coding'],AMPdeam,True,True,ENSG00000116337,AMPD2,['protein_coding'],False,True,ENSMUSG00000027889,Ampd2,['protein_coding'],False,True
FBgn0010441,['protein_coding'],pll,True,True,ENSG00000198001,IRAK4,['protein_coding'],False,True,ENSMUSG00000031392,Irak1,['protein_coding'],False,True
FBgn0024804,['protein_coding'],Dbp80,True,True,ENSG00000168872,DDX19A,['protein_coding'],False,True,"ENSMUSG00000032101,ENSMUSG00000033658","Ddx25,Ddx19b","['protein_coding', 'protein_coding']","True,True","False,False"
FBgn0032517,['protein_coding'],CG7099,True,True,ENSG00000077235,GTF3C1,['protein_coding'],False,True,ENSMUSG00000032777,Gtf3c1,['protein_coding'],True,True
FBgn0029820,['protein_coding'],CG16721,True,True,ENSG00000176148,TCP11L1,['protein_coding'],False,True,ENSMUSG00000062859,Tcp11,['protein_coding'],True,False
FBgn0004876,['protein_coding'],cdi,True,True,ENSG00000070759,TESK2,['protein_coding'],False,True,"ENSMUSG00000033985,ENSMUSG00000028458","Tesk2,Tesk1","['protein_coding', 'protein_coding']","True,True","False,False"
FBgn0263974,['protein_coding'],qin,True,True,ENSG00000132972,RNF17,['protein_coding'],False,True,ENSMUSG00000000365,Rnf17,['protein_coding'],True,False
FBgn0051634,['protein_coding',Oatp26F,True,True,ENSG00000173930,SLCO4C1,['protein_coding'],True,False,ENSMUSG00000025790,Slco3a1,['protein_coding'],True,False
FBgn0032123, 'protein_coding'],Oatp30B,True,True,ENSG00000173930,SLCO4C1,['protein_coding'],True,False,ENSMUSG00000025790,Slco3a1,['protein_coding'],True,False
FBgn0031094,['protein_coding'],CG9578,True,True,ENSG00000143155,TIPRL,['protein_coding'],False,True,ENSMUSG00000040843,Tiprl,['protein_coding'],True,False
FBgn0003716,['protein_coding',tkv,True,True,ENSG00000135503,ACVR1B,['protein_coding'],False,True,"ENSMUSG00000000532,ENSMUSG00000026836","Acvr1b,Acvr1","['protein_coding', 'protein_coding']","False,False","True,True"
FBgn0011300, 'protein_coding',babo,True,True,ENSG00000135503,ACVR1B,['protein_coding'],False,True,"ENSMUSG00000000532,ENSMUSG00000026836","Acvr1b,Acvr1","['protein_coding', 'protein_coding']","False,False","True,True"
FBgn0003317, 'protein_coding'],sax,True,True,ENSG00000135503,ACVR1B,['protein_coding'],False,True,"ENSMUSG00000000532,ENSMUSG00000026836","Acvr1b,Acvr1","['protein_coding', 'protein_coding']","False,False","True,True"
FBgn0010812,['protein_coding'],unc-45,True,True,ENSG00000140553,UNC45A,['protein_coding'],True,False,ENSMUSG00000018845,Unc45b,['protein_coding'],True,False
FBgn0001086,['protein_coding'],fzy,True,True,ENSG00000117399,CDC20,['protein_coding'],True,False,ENSMUSG00000006398,Cdc20,['protein_coding'],True,False
FBgn0030109,['protein_coding'],CG12121,True,True,"ENSG00000125734,ENSG00000148358","GPR108,GPR107","['protein_coding', 'protein_coding']","False,False","True,True",ENSMUSG00000005823,Gpr108,['protein_coding'],True,True
FBgn0266709,['protein_coding'],Zmynd10,True,True,ENSG00000004838,ZMYND10,['protein_coding'],True,True,ENSMUSG00000010044,Zmynd10,['protein_coding'],True,True
FBgn0040075,['protein_coding'],rept,True,True,ENSG00000183207,RUVBL2,['protein_coding'],True,False,ENSMUSG00000003868,Ruvbl2,['protein_coding'],True,False
FBgn0027580,['protein_coding'],PCB,True,True,ENSG00000173599,PC,['protein_coding'],True,False,ENSMUSG00000024892,Pcx,['protein_coding'],False,True
FBgn0262872,['protein_coding'],milt,True,True,ENSG00000115993,TRAK2,['protein_coding'],False,True,"ENSMUSG00000026028,ENSMUSG00000032536","Trak2,Trak1","['protein_coding', 'protein_coding']","False,False","True,True"
FBgn0039943,['protein_coding'],CG17168,True,True,ENSG00000163877,SNIP1,['protein_coding'],False,True,ENSMUSG00000050213,Snip1,['protein_coding'],True,False
FBgn0029891,['protein_coding'],Pink1,True,True,ENSG00000158828,PINK1,['protein_coding'],False,True,ENSMUSG00000028756,Pink1,['protein_coding'],True,False
FBgn0017482,['protein_coding'],T3dh,True,False,ENSG00000147576,ADHFE1,['protein_coding'],True,True,ENSMUSG00000025911,Adhfe1,['protein_coding'],True,False
FBgn0028997,['protein_coding'],nmdyn-D7,True,True,ENSG00000143156,NME7,['protein_coding'],False,True,ENSMUSG00000026575,Nme7,['protein_coding'],True,False
FBgn0032373,['protein_coding',Vha100-5,True,True,ENSG00000033627,ATP6V0A1,['protein_coding'],False,True,ENSMUSG00000019302,Atp6v0a1,['protein_coding'],False,True
FBgn0028670, 'protein_coding',Vha100-2,True,True,ENSG00000033627,ATP6V0A1,['protein_coding'],False,True,ENSMUSG00000019302,Atp6v0a1,['protein_coding'],False,True
FBgn0028671, 'protein_coding',Vha100-1,True,True,ENSG00000033627,ATP6V0A1,['protein_coding'],False,True,ENSMUSG00000019302,Atp6v0a1,['protein_coding'],False,True
FBgn0028669, 'protein_coding'],Vha100-3,True,True,ENSG00000033627,ATP6V0A1,['protein_coding'],False,True,ENSMUSG00000019302,Atp6v0a1,['protein_coding'],False,True
FBgn0260475,['protein_coding',CG30059,True,False,ENSG00000135677,GNS,['protein_coding'],True,False,ENSMUSG00000034707,Gns,['protein_coding'],False,True
FBgn0033836, 'protein_coding'],CG18278,True,False,ENSG00000135677,GNS,['protein_coding'],True,False,ENSMUSG00000034707,Gns,['protein_coding'],False,True
FBgn0259483,['protein_coding'],Mob4,True,True,ENSG00000115540,MOB4,['protein_coding'],False,True,ENSMUSG00000025979,Mob4,['protein_coding'],False,True
FBgn0030692,['protein_coding'],mRpS30,True,True,ENSG00000112996,MRPS30,['protein_coding'],False,True,ENSMUSG00000021731,Mrps30,['protein_coding'],True,False
FBgn0036496,['protein_coding',CG7804,True,True,ENSG00000120948,TARDBP,['protein_coding'],False,True,ENSMUSG00000041459,Tardbp,['protein_coding'],False,True
FBgn0025790, 'protein_coding'],TBPH,True,True,ENSG00000120948,TARDBP,['protein_coding'],False,True,ENSMUSG00000041459,Tardbp,['protein_coding'],False,True
FBgn0032691,['protein_coding'],Atac2,True,True,ENSG00000149474,KAT14,['protein_coding'],False,True,ENSMUSG00000027425,Kat14,['protein_coding'],False,True
FBgn0038452,['protein_coding',CG14905,False,True,ENSG00000105479,CCDC114,['protein_coding'],True,True,ENSMUSG00000040189,Ccdc114,['protein_coding'],True,False
FBgn0039070, 'protein_coding'],CG17083,True,True,ENSG00000105479,CCDC114,['protein_coding'],True,True,ENSMUSG00000040189,Ccdc114,['protein_coding'],True,False
FBgn0034266,['protein_coding'],CG4975,True,True,ENSG00000130638,ATXN10,['protein_coding'],False,True,ENSMUSG00000016541,Atxn10,['protein_coding'],True,False
FBgn0002973,['protein_coding'],numb,True,True,ENSG00000133961,NUMB,['protein_coding'],False,True,ENSMUSG00000021224,Numb,['protein_coding'],False,True
FBgn0031217,['protein_coding'],CG11377,True,True,"ENSG00000163703,ENSG00000184164","CRELD1,CRELD2","['protein_coding', 'protein_coding']","False,False","True,True","ENSMUSG00000023272,ENSMUSG00000030284","Creld2,Creld1","['protein_coding', 'protein_coding']","True,False","False,True"
FBgn0004889,['protein_coding'],tws,True,True,ENSG00000175470,PPP2R2D,['protein_coding'],False,True,"ENSMUSG00000024500,ENSMUSG00000041769","Ppp2r2b,Ppp2r2d","['protein_coding', 'protein_coding']","True,True","False,False"
FBgn0051523,['protein_coding',CG31523,True,True,ENSG00000066322,ELOVL1,['protein_coding'],False,True,ENSMUSG00000006390,Elovl1,['protein_coding'],False,True
FBgn0051522, 'protein_coding'],CG31522,True,True,ENSG00000066322,ELOVL1,['protein_coding'],False,True,ENSMUSG00000006390,Elovl1,['protein_coding'],False,True
FBgn0004556,['protein_coding'],Dbp73D,True,True,ENSG00000185163,DDX51,['protein_coding'],False,True,ENSMUSG00000029504,Ddx51,['protein_coding'],True,True
FBgn0267790,['protein_coding'],rump,True,True,ENSG00000099783,HNRNPM,['protein_coding'],False,True,ENSMUSG00000059208,Hnrnpm,['protein_coding'],False,True
FBgn0038358,['protein_coding'],CG4525,True,True,ENSG00000105948,TTC26,['protein_coding'],True,False,ENSMUSG00000056832,Ttc26,['protein_coding'],True,False
FBgn0037624,['protein_coding'],CG8223,True,True,ENSG00000132780,NASP,['protein_coding'],False,True,ENSMUSG00000028693,Nasp,['protein_coding'],True,False
FBgn0004915,['protein_coding'],TfIIB,True,True,ENSG00000137947,GTF2B,['protein_coding'],False,True,ENSMUSG00000028271,Gtf2b,['protein_coding'],True,False
FBgn0035437,['protein_coding'],Strip,True,True,ENSG00000128578,STRIP2,['protein_coding'],True,True,"ENSMUSG00000039629,ENSMUSG00000014601","Strip2,Strip1","['protein_coding', 'protein_coding']","False,False","True,True"
FBgn0034071,['protein_coding'],CG8405,True,True,ENSG00000182087,TMEM259,['protein_coding'],True,True,ENSMUSG00000013858,Tmem259,['protein_coding'],True,False
FBgn0024945,['protein_coding'],NitFhit,True,True,ENSG00000158793,NIT1,['protein_coding'],False,True,ENSMUSG00000013997,Nit1,['protein_coding'],True,False
FBgn0000273,['protein_coding',Pka-C1,True,True,ENSG00000165059,PRKACG,['protein_coding'],True,False,ENSMUSG00000005469,Prkaca,['protein_coding'],True,False
FBgn0000274, 'protein_coding',Pka-C2,True,True,ENSG00000165059,PRKACG,['protein_coding'],True,False,ENSMUSG00000005469,Prkaca,['protein_coding'],True,False
FBgn0039796, 'protein_coding'],CG12069,True,True,ENSG00000165059,PRKACG,['protein_coding'],True,False,ENSMUSG00000005469,Prkaca,['protein_coding'],True,False
FBgn0017556,['protein_coding',Prosalpha4T2,True,True,ENSG00000154611,PSMA8,['protein_coding'],False,True,ENSMUSG00000036743,Psma8,['protein_coding'],True,True
FBgn0004066, 'protein_coding',Prosalpha4,True,True,ENSG00000154611,PSMA8,['protein_coding'],False,True,ENSMUSG00000036743,Psma8,['protein_coding'],True,True
FBgn0265606, 'protein_coding'],Prosalpha4T1,True,True,ENSG00000154611,PSMA8,['protein_coding'],False,True,ENSMUSG00000036743,Psma8,['protein_coding'],True,True
FBgn0028692,['protein_coding'],Rpn2,True,True,ENSG00000173692,PSMD1,['protein_coding'],False,True,ENSMUSG00000026229,Psmd1,['protein_coding'],False,True
FBgn0037164,['protein_coding',CG11438,True,True,ENSG00000067113,PLPP1,['protein_coding'],False,True,ENSMUSG00000021759,Plpp1,['protein_coding'],True,False
FBgn0037165, 'protein_coding',CG11437,False,True,ENSG00000067113,PLPP1,['protein_coding'],False,True,ENSMUSG00000021759,Plpp1,['protein_coding'],True,False
FBgn0037163, 'protein_coding',laza,True,False,ENSG00000067113,PLPP1,['protein_coding'],False,True,ENSMUSG00000021759,Plpp1,['protein_coding'],True,False
FBgn0041087, 'protein_coding',wun2,True,True,ENSG00000067113,PLPP1,['protein_coding'],False,True,ENSMUSG00000021759,Plpp1,['protein_coding'],True,False
FBgn0016078, 'protein_coding'],wun,True,True,ENSG00000067113,PLPP1,['protein_coding'],False,True,ENSMUSG00000021759,Plpp1,['protein_coding'],True,False
FBgn0034795,['protein_coding'],MED23,True,False,ENSG00000112282,MED23,['protein_coding'],False,True,ENSMUSG00000019984,Med23,['protein_coding'],False,True
FBgn0034532,['protein_coding'],CG13436,True,True,ENSG00000272514,CFAP206,['protein_coding'],True,True,ENSMUSG00000028294,Cfap206,['protein_coding'],True,False
FBgn0261641,['protein_coding'],CG42724,True,True,ENSG00000113649,TCERG1,['protein_coding'],False,True,ENSMUSG00000024498,Tcerg1,['protein_coding'],False,True
FBgn0036206,['protein_coding'],CG5964,True,True,ENSG00000188878,FBF1,['protein_coding'],True,False,ENSMUSG00000020776,Fbf1,['protein_coding'],True,True
FBgn0032258,['protein_coding'],CG7456,True,True,ENSG00000103051,COG4,['protein_coding'],True,False,ENSMUSG00000031753,Cog4,['protein_coding'],True,False
FBgn0037900,['protein_coding'],CG5276,True,True,ENSG00000171302,CANT1,['protein_coding'],True,False,ENSMUSG00000025575,Cant1,['protein_coding'],True,False
FBgn0263593,['protein_coding'],Lpin,True,True,ENSG00000101577,LPIN2,['protein_coding'],False,True,ENSMUSG00000020593,Lpin1,['protein_coding'],True,False
FBgn0038872,['protein_coding'],Nelf-A,True,True,ENSG00000185049,NELFA,['protein_coding'],False,True,ENSMUSG00000029111,Nelfa,['protein_coding'],True,True
FBgn0034689,['protein_coding',CG2921,True,True,ENSG00000146476,ARMT1,['protein_coding'],False,True,ENSMUSG00000061759,Armt1,['protein_coding'],True,True
FBgn0034687, 'protein_coding',CG11475,True,True,ENSG00000146476,ARMT1,['protein_coding'],False,True,ENSMUSG00000061759,Armt1,['protein_coding'],True,True
FBgn0028892, 'protein_coding',CG4161,True,True,ENSG00000146476,ARMT1,['protein_coding'],False,True,ENSMUSG00000061759,Armt1,['protein_coding'],True,True
FBgn0034688, 'protein_coding'],CG11474,True,True,ENSG00000146476,ARMT1,['protein_coding'],False,True,ENSMUSG00000061759,Armt1,['protein_coding'],True,True
FBgn0034657,['protein_coding'],LBR,True,True,ENSG00000143815,LBR,['protein_coding'],False,True,"ENSMUSG00000004880,ENSMUSG00000024799","Lbr,Tm7sf2","['protein_coding', 'protein_coding']","False,True","True,True"
FBgn0037891,['protein_coding'],CG5214,True,True,ENSG00000119689,DLST,['protein_coding'],False,True,ENSMUSG00000004789,Dlst,['protein_coding'],False,True
FBgn0028897,['protein_coding'],CG4935,True,True,ENSG00000123154,WDR83,['protein_coding'],False,True,ENSMUSG00000005150,Wdr83,['protein_coding'],True,True
FBgn0035627,['protein_coding'],Sse,True,True,ENSG00000135476,ESPL1,['protein_coding'],True,True,ENSMUSG00000058290,Espl1,['protein_coding'],True,False
FBgn0026787,['protein_coding'],Nhe1,True,True,ENSG00000197818,SLC9A8,['protein_coding'],False,True,ENSMUSG00000039463,Slc9a8,['protein_coding'],True,False
FBgn0036662,['protein_coding'],CG9706,True,True,ENSG00000169359,SLC33A1,['protein_coding'],False,True,ENSMUSG00000027822,Slc33a1,['protein_coding'],True,False
FBgn0027524,['protein_coding'],CG3909,True,True,ENSG00000140395,WDR61,['protein_coding'],True,True,ENSMUSG00000061559,Wdr61,['protein_coding'],False,True
FBgn0045862,['protein_coding'],btz,True,True,ENSG00000108349,CASC3,['protein_coding'],False,True,ENSMUSG00000078676,Casc3,['protein_coding'],False,True
FBgn0038578,['protein_coding'],MED17,True,True,ENSG00000042429,MED17,['protein_coding'],False,True,ENSMUSG00000031935,Med17,['protein_coding'],False,True
FBgn0000447,['protein_coding'],Dhod,True,True,ENSG00000102967,DHODH,['protein_coding'],False,True,ENSMUSG00000031730,Dhodh,['protein_coding'],False,True
FBgn0003392,['protein_coding'],shi,True,True,ENSG00000106976,DNM1,['protein_coding'],False,True,"ENSMUSG00000040265,ENSMUSG00000026825,ENSMUSG00000033335","Dnm3,Dnm1,Dnm2","['protein_coding', 'protein_coding', 'protein_coding']","True,True,True","False,False,False"
FBgn0029887,['protein_coding'],CG3198,True,True,ENSG00000108848,LUC7L3,['protein_coding'],False,True,ENSMUSG00000020863,Luc7l3,['protein_coding'],False,True
