id_gene_MM,biotype_MM,gene_MM,MM_up,MM_down,id_gene_HS,gene_HS,biotype_HS,HS_up,HS_down,id_gene_DM,gene_DM,biotype_DM,DM_up,DM_down
ENSMUSG00000042500, 'protein_coding'],Ago4,True,True,ENSG00000134698,AGO4,['protein_coding'],True,False,FBgn0262739,AGO1,['protein_coding'],True,True
ENSMUSG00000034706,['protein_coding'],Dnaic2,True,False,ENSG00000171595,DNAI2,['protein_coding'],False,True,"FBgn0029993,FBgn0032520","CG1571,CG10859","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000017686,['protein_coding',Rhot1,True,False,ENSG00000140983,RHOT2,['protein_coding'],False,True,FBgn0039140,Miro,['protein_coding'],True,True
ENSMUSG00000025733, 'protein_coding'],Rhot2,False,True,ENSG00000140983,RHOT2,['protein_coding'],False,True,FBgn0039140,Miro,['protein_coding'],True,True
ENSMUSG00000022568,['protein_coding',Scrib,True,False,ENSG00000033122,LRRC7,['protein_coding'],False,True,"FBgn0033984,FBgn0263289","Lap1,scrib","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000032352, 'protein_coding'],Lrrc1,True,False,ENSG00000033122,LRRC7,['protein_coding'],False,True,"FBgn0033984,FBgn0263289","Lap1,scrib","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000004980,['protein_coding'],Hnrnpa2b1,False,True,"ENSG00000122566,ENSG00000139675","HNRNPA2B1,HNRNPA1L2","['protein_coding', 'protein_coding']","False,True","True,True","FBgn0010258,FBgn0004903,FBgn0001215,FBgn0004237","Rbp4,Rb97D,Hrb98DE,Hrb87F","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True","True,True,True,True"
ENSMUSG00000013236,['protein_coding'],Ptprs,False,True,ENSG00000105426,PTPRS,['protein_coding'],False,True,FBgn0000464,Lar,['protein_coding'],True,True
ENSMUSG00000030621,['protein_coding'],Me3,True,False,ENSG00000151376,ME3,['protein_coding'],False,True,"FBgn0002719,FBgn0034127,FBgn0029155,FBgn0029153,FBgn0029154","Men,CG7848,Men-b,Menl-2,Menl-1","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True,True","True,True,True,True,True"
ENSMUSG00000003068,['protein_coding'],Stk11,True,False,ENSG00000118046,STK11,['protein_coding'],True,False,FBgn0038167,Lkb1,['protein_coding'],True,True
ENSMUSG00000038564,['protein_coding'],Ift172,True,False,ENSG00000138002,IFT172,['protein_coding'],True,False,FBgn0035317,Oseg2,['protein_coding'],True,False
ENSMUSG00000053453,['protein_coding'],Thoc7,True,True,ENSG00000163634,THOC7,['protein_coding'],False,True,FBgn0035110,thoc7,['protein_coding'],True,True
ENSMUSG00000058093,['protein_coding',Zfp729b,False,True,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","FBgn0029928,FBgn0030008,FBgn0030010,FBgn0025874,FBgn0035691,FBgn0022935,FBgn0022699,FBgn0037085,FBgn0032295,FBgn0020309,FBgn0037717,FBgn0037722,FBgn0038047,FBgn0038787,FBgn0033934,FBgn0033491,FBgn0264744,FBgn0035690,FBgn0031144,FBgn0039329,FBgn0028647","CG3032,CG2129,CG10959,Meics,CG7386,D19A,D19B,Neu2,CG12299,crol,CG8301,CG8319,CG5245,CG4360,CG17385,CG18011,CG44002,CG10274,CG1529,CG10669,CG11902","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True"
ENSMUSG00000046185, 'protein_coding',Zfp84,False,True,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","FBgn0029928,FBgn0030008,FBgn0030010,FBgn0025874,FBgn0035691,FBgn0022935,FBgn0022699,FBgn0037085,FBgn0032295,FBgn0020309,FBgn0037717,FBgn0037722,FBgn0038047,FBgn0038787,FBgn0033934,FBgn0033491,FBgn0264744,FBgn0035690,FBgn0031144,FBgn0039329,FBgn0028647","CG3032,CG2129,CG10959,Meics,CG7386,D19A,D19B,Neu2,CG12299,crol,CG8301,CG8319,CG5245,CG4360,CG17385,CG18011,CG44002,CG10274,CG1529,CG10669,CG11902","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True"
ENSMUSG00000060301, 'protein_coding',2610008E11Rik,False,True,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","FBgn0029928,FBgn0030008,FBgn0030010,FBgn0025874,FBgn0035691,FBgn0022935,FBgn0022699,FBgn0037085,FBgn0032295,FBgn0020309,FBgn0037717,FBgn0037722,FBgn0038047,FBgn0038787,FBgn0033934,FBgn0033491,FBgn0264744,FBgn0035690,FBgn0031144,FBgn0039329,FBgn0028647","CG3032,CG2129,CG10959,Meics,CG7386,D19A,D19B,Neu2,CG12299,crol,CG8301,CG8319,CG5245,CG4360,CG17385,CG18011,CG44002,CG10274,CG1529,CG10669,CG11902","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True"
ENSMUSG00000023892, 'protein_coding',Zfp51,True,False,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","FBgn0029928,FBgn0030008,FBgn0030010,FBgn0025874,FBgn0035691,FBgn0022935,FBgn0022699,FBgn0037085,FBgn0032295,FBgn0020309,FBgn0037717,FBgn0037722,FBgn0038047,FBgn0038787,FBgn0033934,FBgn0033491,FBgn0264744,FBgn0035690,FBgn0031144,FBgn0039329,FBgn0028647","CG3032,CG2129,CG10959,Meics,CG7386,D19A,D19B,Neu2,CG12299,crol,CG8301,CG8319,CG5245,CG4360,CG17385,CG18011,CG44002,CG10274,CG1529,CG10669,CG11902","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True"
ENSMUSG00000055480, 'protein_coding',Zfp458,True,False,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","FBgn0029928,FBgn0030008,FBgn0030010,FBgn0025874,FBgn0035691,FBgn0022935,FBgn0022699,FBgn0037085,FBgn0032295,FBgn0020309,FBgn0037717,FBgn0037722,FBgn0038047,FBgn0038787,FBgn0033934,FBgn0033491,FBgn0264744,FBgn0035690,FBgn0031144,FBgn0039329,FBgn0028647","CG3032,CG2129,CG10959,Meics,CG7386,D19A,D19B,Neu2,CG12299,crol,CG8301,CG8319,CG5245,CG4360,CG17385,CG18011,CG44002,CG10274,CG1529,CG10669,CG11902","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True"
ENSMUSG00000057396, 'protein_coding',Zfp759,True,False,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","FBgn0029928,FBgn0030008,FBgn0030010,FBgn0025874,FBgn0035691,FBgn0022935,FBgn0022699,FBgn0037085,FBgn0032295,FBgn0020309,FBgn0037717,FBgn0037722,FBgn0038047,FBgn0038787,FBgn0033934,FBgn0033491,FBgn0264744,FBgn0035690,FBgn0031144,FBgn0039329,FBgn0028647","CG3032,CG2129,CG10959,Meics,CG7386,D19A,D19B,Neu2,CG12299,crol,CG8301,CG8319,CG5245,CG4360,CG17385,CG18011,CG44002,CG10274,CG1529,CG10669,CG11902","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True"
ENSMUSG00000045519, 'protein_coding',Zfp560,True,False,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","FBgn0029928,FBgn0030008,FBgn0030010,FBgn0025874,FBgn0035691,FBgn0022935,FBgn0022699,FBgn0037085,FBgn0032295,FBgn0020309,FBgn0037717,FBgn0037722,FBgn0038047,FBgn0038787,FBgn0033934,FBgn0033491,FBgn0264744,FBgn0035690,FBgn0031144,FBgn0039329,FBgn0028647","CG3032,CG2129,CG10959,Meics,CG7386,D19A,D19B,Neu2,CG12299,crol,CG8301,CG8319,CG5245,CG4360,CG17385,CG18011,CG44002,CG10274,CG1529,CG10669,CG11902","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True"
ENSMUSG00000063488, 'protein_coding',Zkscan7,True,True,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","FBgn0029928,FBgn0030008,FBgn0030010,FBgn0025874,FBgn0035691,FBgn0022935,FBgn0022699,FBgn0037085,FBgn0032295,FBgn0020309,FBgn0037717,FBgn0037722,FBgn0038047,FBgn0038787,FBgn0033934,FBgn0033491,FBgn0264744,FBgn0035690,FBgn0031144,FBgn0039329,FBgn0028647","CG3032,CG2129,CG10959,Meics,CG7386,D19A,D19B,Neu2,CG12299,crol,CG8301,CG8319,CG5245,CG4360,CG17385,CG18011,CG44002,CG10274,CG1529,CG10669,CG11902","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True"
