Gene ID,Gene Name,Reference,Strand,Start,End,Coverage,FPKM,TPM
FBgn0261647,Axud1,2L,+,2365345,2370137,1.819592,2.113452,2.969815
FBgn0031417,CG3597,2L,-,2370152,2371524,0,0,0
FBgn0031418,CG3609,2L,-,2372455,2374627,13.492667,19.012045,26.715647
FBgn0031419,CG15390,2L,+,2374713,2375697,0,0,0
FBgn0266317,asRNA:CR44982,2L,-,2374955,2375582,10.315119,11.980989,16.835636
FBgn0031420,Atxn7,2L,+,2375841,2380506,8.377342,13.467099,18.923914
FBgn0264672,Eogt,2L,+,2381097,2383073,2.636704,3.062526,4.303449
FBgn0031422,PIG-Wa,2L,+,2383202,2384747,0.683858,0.7943,1.116147
FBgn0031423,CG3557,2L,-,2384761,2385792,100.318321,116.59742,163.842224
FBgn0264081,CG43750,2L,-,2389578,2390689,83.092628,122.793182,172.548477
FBgn0031424,VGlut,2L,+,2391660,2410662,0,0,0
FBgn0031426,CG18641,2L,-,2410624,2415322,27.871508,32.372696,45.489983
FBgn0051948,CG31948,2L,-,2415359,2416720,849.253296,1020.902222,1434.567749
FBgn0085477,CG34448,2L,-,2416792,2417965,1.877376,2.180568,3.064126
FBgn0085476,CG34447,2L,-,2418422,2420013,0.154212,0.179117,0.251694
FBgn0031428,CG9886,2L,+,2420830,2424647,0,0,0
FBgn0000490,dpp,2L,+,2428372,2459823,0.778502,1.835606,2.579386
FBgn0266824,lncRNA:CR45286,2L,-,2471644,2472978,4.344569,5.046208,7.09091
FBgn0264978,Slh,2L,-,2488197,2492671,7.161138,15.976543,22.450172
FBgn0011818,oaf,2L,+,2492955,2498846,3.832764,4.451747,6.255577
FBgn0265818,lncRNA:CR44607,2L,-,2507312,2507596,3.164912,3.676039,5.165555
FBgn0031430,CG3528,2L,-,2517102,2518037,75.596832,87.805557,123.384018
FBgn0267738,asRNA:CR46069,2L,+,2517205,2518845,0,0,0
FBgn0264943,lncRNA:CR44112,2L,-,2532999,2533569,26.672504,30.980057,43.533051
FBgn0031431,CG3515,2L,-,2551145,2552825,9.158835,10.637967,14.948428
FBgn0041337,Cyp309a2,2L,-,2564886,2573037,19.190348,22.289549,31.321182
FBgn0026778,Rad1,2L,-,2573436,2575052,0,0,0
FBgn0085343,Sws1,2L,-,2573436,2575052,0,0,0
FBgn0031434,insv,2L,-,2575280,2576997,3.497582,4.062434,5.708516
FBgn0031435,Elba2,2L,+,2577687,2579179,2.506363,2.911135,4.090715
FBgn0031436,ND-B17.2,2L,-,2579201,2580172,75.196449,102.643814,144.23468
FBgn0031437,Arpc5,2L,+,2580292,2581423,37.007477,42.984108,60.401089
FBgn0026479,Drp1,2L,-,2581281,2585430,83.643127,102.777573,144.422623
FBgn0250835,CG15394,2L,+,2591869,2592773,13.307007,17.221851,24.200075
FBgn0266025,lncRNA:CR44790,2L,-,2598608,2599860,0.294187,0.341698,0.480152
FBgn0266024,lncRNA:CR44789,2L,-,2601033,2601721,14.950653,17.365152,24.40144
FBgn0031440,CG15395,2L,+,2609994,2611283,44.046192,51.159557,71.889206
FBgn0267269,lncRNA:TS11,2L,-,2625456,2627986,2.688661,3.122874,4.38825
FBgn0284414,lncRNA:CR46328,2L,-,2637669,2638540,0.173165,0.201131,0.282628
FBgn0284413,lncRNA:TS4,2L,+,2639185,2640081,0.169454,0.19682,0.276571
FBgn0264434,lncRNA:CR43852,2L,+,2646030,2646281,12.515873,14.53716,20.427557
FBgn0031441,CG9962,2L,-,2646577,2647720,4.770105,5.540467,7.785441
FBgn0264433,CG43851,2L,+,2647886,2648361,26.863445,31.201836,43.844692
FBgn0053125,CG33125,2L,-,2648360,2652414,71.144928,82.693329,116.200325
FBgn0031442,Prosbeta4R1,2L,+,2653046,2653926,51.043373,59.28677,83.309525
FBgn0026395,Or23a,2L,+,2654049,2655462,1.683001,1.954802,2.74688
FBgn0031443,Prosbeta4R2,2L,+,2655394,2657102,79.708595,92.58136,130.094955
FBgn0031444,CG9879,2L,+,2665062,2666265,43.176983,50.149975,70.470543
FBgn0041248,Gr23a,2L,+,2669823,2672186,0,0,0
FBgn0051690,CG31690,2L,+,2677734,2719431,0.314039,0.364756,0.512553
FBgn0031446,CG15398,2L,-,2695330,2696437,0.151911,0.176444,0.247939
FBgn0031449,CG31689,2L,+,2725674,2739830,0.867668,4.000806,5.621916
FBgn0263564,mir-4914,2L,+,2737568,2737661,0,0,0
FBgn0031450,Hrs,2L,+,2739986,2743377,10.426487,12.854523,18.063122
FBgn0031451,CG9961,2L,-,2743375,2744934,114.216614,132.746994,186.535522
FBgn0031452,Cwc25,2L,+,2745098,2746944,6.54283,7.599483,10.678762
FBgn0250906,Pgk,2L,-,2746880,2753068,4.198345,5.440513,7.644987
FBgn0031453,Bacc,2L,+,2752445,2757975,1.428624,3.268981,4.593559
FBgn0265997,lncRNA:CR44772,2L,-,2757940,2758176,0,0,0
FBgn0031455,Snapin,2L,-,2758427,2759677,0,0,0
FBgn0031454,HemK2,2L,-,2758427,2759677,0,0,0
FBgn0031456,Tnpo-SR,2L,+,2759924,2763889,0.967917,1.124234,1.579768
FBgn0031457,CG3077,2L,-,2763416,2765665,1.746829,2.037956,2.863728
FBgn0031458,aph-1,2L,+,2766233,2767281,10.220202,11.870743,16.680719
FBgn0026324,Taf10b,2L,-,2767286,2767845,26.844643,31.179996,43.814003
FBgn0028398,Taf10,2L,+,2767890,2768612,2.373494,2.756808,3.873856
FBgn0019830,colt,2L,-,2768590,2770069,39.428379,46.679096,65.593277
FBgn0031459,CG2862,2L,+,2770135,2770904,48.380814,64.101646,90.075371
FBgn0031460,CG15399,2L,-,2770884,2771776,30.575243,35.513081,49.902832
FBgn0004242,Syt1,2L,-,2772327,2799979,0.097218,0.138265,0.194289
FBgn0264369,lncRNA:CR43821,2L,+,2797832,2798321,20.932653,24.313232,34.164856
FBgn0031461,daw,2L,+,2805261,2812376,0,0,0
FBgn0031462,CG2964,2L,+,2812437,2814429,184.640747,214.459839,301.358093
FBgn0031463,G6P,2L,-,2814336,2815760,14.165277,16.452938,23.119602
FBgn0283531,Duox,2L,-,2815970,2830248,0,0,0
FBgn0031465,CG3123,2L,-,2823546,2825506,2.241204,2.603154,3.657941
FBgn0031466,CG3119,2L,-,2834887,2837833,0,0,0
FBgn0031467,Cpr23B,2L,+,2838411,2839547,0,0,0
FBgn0266881,asRNA:CR45342,2L,-,2840025,2840316,0,0,0
FBgn0031468,CG2975,2L,+,2840124,2842638,0.354034,0.41121,0.57783
FBgn0031469,CG18558,2L,-,2842589,2844513,2.076669,2.412046,3.389398
FBgn0031470,CG18557,2L,-,2844601,2845734,0,0,0
FBgn0031471,CG3117,2L,-,2845926,2847212,0.681183,0.791193,1.111781
FBgn0031472,CG2983,2L,+,2847632,2848997,0.406274,0.471886,0.663093
FBgn0031473,CG3104,2L,-,2848989,2855778,0.160057,0.217265,0.3053
FBgn0015521,RpS21,2L,+,2856070,2857029,34.129452,71.46106,100.416786
FBgn0031474,CG2991,2L,+,2857164,2868548,0.408877,0.848932,1.192916
FBgn0051694,CG31694,2L,-,2868627,2874489,70.063095,81.378136,114.352226
FBgn0031476,CG8813,2L,+,2869652,2870649,478.533081,555.815186,781.029236
FBgn0031478,CG8814,2L,+,2874890,2877168,1.785611,2.073983,2.914353
FBgn0031479,Prx6005,2L,-,2877091,2878232,3.702305,4.30022,6.042651
FBgn0051950,Sbat,2L,+,2878344,2879001,53.36322,84.613434,118.89846
FBgn0028970,betaggt-II,2L,+,2879112,2880708,7.090021,8.235044,11.571851
FBgn0024947,NTPase,2L,-,2880704,2885850,1.022127,1.549407,2.17722
FBgn0041111,lilli,2L,+,2885929,2954406,4.4796,22.130274,31.097372
FBgn0010263,Rbp9,2L,+,2954762,2968434,2.302293,7.661703,10.766194
FBgn0024920,Ts,2L,-,2968293,2969638,3.130015,4.307562,6.052969
FBgn0004584,Rrp1,2L,-,2969773,2972508,5.480596,6.553251,9.208602
FBgn0260639,gammaTub23C,2L,+,2972891,2974858,9.265946,10.762377,15.123248
FBgn0031483,CG9641,2L,-,2974859,2976862,16.082256,19.170654,26.938526
FBgn0031484,CG3165,2L,+,2977122,2978500,16.544218,20.82135,29.258074
FBgn0031485,CG9643,2L,-,2978411,2979288,0.839408,1.121919,1.576516
FBgn0250786,Chd1,2L,-,2979562,2987723,7.939832,9.545747,13.413645
FBgn0025109,Bem46,2L,+,2988116,2990075,12.391268,14.39243,20.224186
FBgn0002989,okr,2L,-,2989594,2992759,0.674056,0.782915,1.100148
FBgn0025681,CG3558,2L,+,2992870,2998726,12.734135,15.317745,21.524433
FBgn0031488,CG17265,2L,+,2999286,3016069,0.959522,1.114483,1.566067
FBgn0031489,CG17224,2L,-,3016441,3018308,7.083069,11.121133,15.627371
FBgn0031490,CG17264,2L,+,3018508,3021506,0.690823,0.819999,1.152259
FBgn0031491,alpha4GT1,2L,-,3021309,3023141,4.458484,5.17852,7.276835
FBgn0031492,CG3542,2L,+,3023226,3026439,1.856848,2.156725,3.030621
FBgn0031493,Sf3b2,2L,-,3026252,3029168,2.698212,3.500444,4.91881
FBgn0031494,CG17219,2L,+,3029253,3030616,2.831129,3.28835,4.620777
FBgn0264996,asRNA:CR44147,2L,-,3030412,3030903,0,0,0
FBgn0031495,GABPI,2L,+,3030539,3032300,10.785808,12.820224,18.014925
FBgn0031496,CG17258,2L,-,3032210,3035348,16.903999,19.633959,27.589561
FBgn0031497,SerRS,2L,-,3035493,3037403,0,0,0
FBgn0031498,CG17260,2L,+,3037230,3038793,42.047016,53.736938,75.510925
FBgn0243513,cnir,2L,-,3038826,3039812,0,0,0
FBgn0031500,CG17221,2L,+,3039976,3041890,2.177882,3.251019,4.568318
FBgn0031501,CG17261,2L,+,3042551,3043593,493.02301,829.935913,1166.222656
FBgn0042627,FASN2,2L,+,3043947,3056143,1.414655,1.643119,2.308904
FBgn0263847,snRNA:LU,2L,+,3046765,3046880,0,0,0
FBgn0003934,snRNA:U5:23D,2L,+,3048701,3048831,0,0,0
FBgn0283427,FASN1,2L,+,3056598,3068177,4.901228,7.420007,10.426564
FBgn0015600,toc,2L,-,3068345,3144786,69.079712,259.244507,364.289337
FBgn0005779,PpD6,2L,+,3109672,3110998,32.451393,37.692223,52.964962
FBgn0031504,CG15403,2L,+,3128635,3129489,131.512283,152.751236,214.645416
FBgn0031505,ND-B14.5B,2L,-,3144953,3145848,26.913385,52.008732,73.082458
FBgn0011648,Mad,2L,-,3146056,3159643,6.815356,10.012997,14.070222
FBgn0260817,gkt,2L,+,3159950,3162399,8.376585,9.729386,13.671693
FBgn0051953,CR31953,2L,+,3162515,3163289,2.975049,3.455513,4.855673
FBgn0014906,Hydr2,2L,+,3163645,3169462,61.947803,75.225342,105.706337
FBgn0264744,CG44002,2L,-,3169820,3171092,0.117832,0.136862,0.192317
FBgn0264745,CR44003,2L,-,3171035,3172799,0,0,0
FBgn0085422,CG34393,2L,-,3175112,3200496,0.300134,0.35179,0.494334
FBgn0266875,lncRNA:CR45336,2L,+,3210515,3211156,1.802181,2.093229,2.941397
FBgn0266876,lncRNA:CR45337,2L,-,3260973,3261281,0.440129,0.511209,0.718349
FBgn0266877,lncRNA:CR45338,2L,-,3261638,3262007,1.762162,2.046747,2.876081
FBgn0267270,lncRNA:CR45706,2L,-,3264168,3265714,0.366516,0.425708,0.598203
FBgn0265677,lncRNA:CR44484,2L,+,3268269,3268646,6.600529,7.666501,10.772935
FBgn0031513,CG3347,2L,+,3269437,3271806,4.351734,5.80688,8.159805
FBgn0031514,OtopLb,2L,-,3275800,3280534,0.114117,0.143875,0.202172
FBgn0265678,lncRNA:CR44485,2L,+,3287822,3288591,0.380519,0.441972,0.621057
FBgn0031515,CG9664,2L,-,3291245,3294706,1.925678,2.364611,3.322742
FBgn0031516,CG9663,2L,-,3294926,3303130,0,0,0
FBgn0031518,CG3277,2L,+,3304100,3317418,0.292086,0.339257,0.476723
FBgn0031517,CG15406,2L,+,3309222,3311682,1.708992,1.984991,2.789301
FBgn0031519,Fign,2L,-,3316794,3319872,1.374365,2.185122,3.070525
FBgn0031520,CG8837,2L,+,3320245,3323141,5.824265,6.764872,9.50597
FBgn0053281,CG33281,2L,+,3324237,3326637,16.664366,19.355625,27.198446
FBgn0031522,CG3285,2L,+,3330928,3332876,0,0,0
FBgn0031523,CG15408,2L,+,3332814,3334790,0.592971,0.688735,0.967807
FBgn0020445,E23,2L,-,3334875,3354829,0.566712,0.750831,1.055064
FBgn0031526,CG8838,2L,+,3357646,3358618,310.082214,360.159821,506.095123
FBgn0085423,GramD1B,2L,-,3358640,3373372,7.115136,11.49069,16.146671
FBgn0031528,CG15412,2L,-,3373567,3375711,0.747485,0.868202,1.219994
FBgn0031529,CG9662,2L,-,3375832,3376737,31.812057,39.319988,55.252285
FBgn0016698,Ptpa,2L,+,3377002,3378590,5.757358,6.687159,9.396769
FBgn0259949,Sfp23F,2L,-,3387354,3387743,0,0,0
FBgn0259950,CG42460,2L,-,3387882,3388496,0,0,0
FBgn0266027,asRNA:TS15,2L,-,3397323,3398444,18.549643,21.545372,30.275465
FBgn0085204,CG34175,2L,+,3398023,3398684,39.568432,45.958652,64.58091
FBgn0031530,Pgant2,2L,-,3404460,3426719,0,0,0
FBgn0031531,CG8840,2L,+,3410560,3411199,148.801559,172.832687,242.863785
FBgn0051952,CG31952,2L,+,3416693,3418068,178.337204,242.159973,340.282196
FBgn0031533,CG2772,2L,+,3445992,3447589,11.512706,13.371984,18.790257
FBgn0031534,Snx1,2L,+,3449683,3452106,20.284517,23.560423,33.107014
FBgn0031535,CG12795,2L,+,3452466,3453755,22.190823,25.774593,36.218353
FBgn0031536,Cog3,2L,-,3453697,3457064,1.605597,1.864898,2.620546
FBgn0266670,Sec5,2L,+,3457302,3460367,3.073137,3.569442,5.015766
FBgn0031538,CG3246,2L,-,3460322,3461952,0,0,0
FBgn0005616,msl-2,2L,-,3462218,3466112,1.77103,2.057047,2.890555
FBgn0263526,mir-4971,2L,-,3463290,3463400,0.035425,0.041146,0.057818
FBgn0021967,ND-PDSW,2L,+,3466157,3467334,49.002708,60.956078,85.655235
FBgn0031540,Pif1,2L,-,3467342,3470004,0,0,0
FBgn0051776,CG31776,2L,+,3470182,3472364,6.803463,7.902208,11.10415
FBgn0051956,Pgant4,2L,+,3472603,3475338,0,0,0
FBgn0261560,Thor,2L,+,3478434,3479612,8.271523,10.874894,15.281358
FBgn0031542,CG15414,2L,-,3480755,3491071,0,0,0
FBgn0014396,tim,2L,-,3493986,3508119,0.255299,0.335848,0.471933
FBgn0284253,LeuRS,2L,-,3510328,3514656,1.97331,2.291995,3.220703
FBgn0031544,CG17593,2L,+,3514872,3517264,34.274017,39.809196,55.93972
FBgn0031545,CG3213,2L,-,3517273,3519651,1394.561035,1619.779663,2276.10791
FBgn0031546,CG8851,2L,+,3519677,3522555,124.3964,161.247635,226.584503
FBgn0031547,Sr-CIV,2L,-,3522521,3524056,0.642726,0.746525,1.049014
FBgn0031548,CG8852,2L,+,3525131,3527588,2.200652,2.556052,3.591755
FBgn0031549,Spindly,2L,-,3527387,3530317,2.706188,3.143232,4.416856
FBgn0031550,IFT57,2L,+,3530789,3532678,0,0,0
FBgn0265367,lncRNA:CR44308,2L,+,3537844,3538333,57.138172,66.365868,93.257042
FBgn0024244,drm,2L,+,3539247,3548423,1.073424,4.234233,5.949928
FBgn0265368,lncRNA:CR44309,2L,+,3562038,3563118,4.186473,4.862579,6.832877
FBgn0265960,lncRNA:CR44747,2L,-,3563308,3563540,0,0,0
FBgn0264370,lncRNA:CR43822,2L,+,3575350,3575806,1.275711,1.481736,2.082129
FBgn0264363,CG43815,2L,+,3576210,3576623,4.483092,5.207102,7.316998
FBgn0004892,sob,2L,-,3578013,3580769,0,0,0
FBgn0284410,lncRNA:TS2,2L,-,3587068,3587469,0.022388,0.026004,0.03654
FBgn0264371,lncRNA:CR43823,2L,-,3588485,3590301,2.519366,2.926238,4.111938
FBgn0002985,odd,2L,-,3604224,3606756,0.921176,1.069944,1.503481
FBgn0265369,lncRNA:CR44310,2L,+,3616296,3617619,0,0,0
FBgn0015663,Dot,2L,+,3619097,3621573,0.130273,0.151312,0.212623
FBgn0031554,CG15418,2L,-,3621110,3621704,63.547985,73.810852,103.718704
FBgn0000721,for,2L,-,3622074,3656953,1.173185,2.060389,2.895251
FBgn0263523,mir-4972,2L,-,3636967,3637073,0,0,0
FBgn0085369,Drgx,2L,+,3662745,3692114,0.223486,0.259579,0.364759
FBgn0259951,Sfp24Ba,2L,-,3667977,3668551,0,0,0
FBgn0259953,Sfp24Bd,2L,-,3668691,3669134,0,0,0
FBgn0259952,Sfp24Bb,2L,-,3669261,3669775,0,0,0
FBgn0261054,Sfp24Bc,2L,-,3670131,3670581,0,0,0
FBgn0031559,CG3513,2L,-,3692699,3693182,0,0,0
FBgn0051779,Acp24A4,2L,-,3693184,3693905,0,0,0
FBgn0031561,IM33,2L,-,3696218,3696658,1.514436,1.866808,2.623231
FBgn0031563,CG10031,2L,-,3698451,3699092,0,0,0
FBgn0259955,CG42465,2L,+,3700195,3700658,1.820449,2.114448,2.971213
FBgn0259956,Sfp24C1,2L,+,3700674,3701092,1.608815,1.868635,2.625798
FBgn0262621,CG43145,2L,+,3701826,3702248,1.628809,1.891858,2.658432
FBgn0031564,CG2816,2L,+,3703659,3704253,0,0,0
FBgn0051778,CG31778,2L,-,3704106,3705488,0.496042,0.576152,0.809606
FBgn0051777,CG31777,2L,-,3706551,3707063,5.464752,6.347298,8.919197
FBgn0015376,cutlet,2L,-,3707230,3711748,2.83081,3.28798,4.620256
FBgn0051955,CG31955,2L,-,3711881,3713105,0.783088,1.119687,1.57338
FBgn0031566,CG2818,2L,+,3713360,3716810,2.575955,3.090134,4.342243
FBgn0040104,lectin-24A,2L,-,3716800,3717773,0.077036,0.089477,0.125733
FBgn0003386,Shaw,2L,+,3718185,3729145,3.2346,4.122208,5.79251
FBgn0031568,CG10019,2L,+,3730466,3754617,0,0,0
FBgn0263846,CG43707,2L,+,3757256,3769525,1.577276,2.000021,2.810421
FBgn0263842,CG43703,2L,+,3765494,3765863,0,0,0
FBgn0262392,mir-1004,2L,+,3767621,3767688,1.308824,1.520196,2.136174
FBgn0263843,lncRNA:CR43704,2L,-,3769926,3770454,0.219282,0.254696,0.357897
FBgn0004893,bowl,2L,+,3771700,3784121,1.025577,1.578102,2.217542
FBgn0051960,CG31960,2L,+,3784947,3785622,28.701923,33.337223,46.845329
FBgn0051958,CR31958,2L,+,3785738,3786343,15.208746,17.664927,24.822681
FBgn0031571,bark,2L,+,3787167,3802726,0.17478,0.214069,0.300808
FBgn0021800,Reph,2L,+,3803545,3810671,1.49057,2.537466,3.565637
FBgn0031573,CG3407,2L,-,3810801,3813410,0.870554,1.011147,1.420859
FBgn0264885,lncRNA:CR44076,2L,+,3815438,3815948,4.162426,4.834649,6.793629
FBgn0264886,lncRNA:CR44077,2L,+,3817724,3818534,3.621455,4.206312,5.910693
FBgn0003430,slp1,2L,+,3825675,3827099,1.157193,1.344077,1.888692
FBgn0266318,lncRNA:CR44983,2L,-,3845130,3845716,0,0,0
FBgn0267005,lncRNA:CR45449,2L,-,3854288,3854994,2.178736,2.530597,3.555985
FBgn0031574,TTLL4B,2L,+,3862668,3867507,339.800201,448.939789,630.848328
FBgn0031575,Cep97,2L,+,3867697,3871425,109.085655,195.847305,275.203827
FBgn0051957,CG31957,2L,-,3871271,3872458,13.172881,20.030682,28.147036
FBgn0000256,capu,2L,-,3872646,3902860,130.51651,247.785538,348.187225
FBgn0051774,fred,2L,-,3902928,3991713,0.08935,0.10918,0.153419
FBgn0051773,CG31773,2L,-,3911796,3914288,199.720825,231.975311,325.970764
FBgn0264341,CG43797,2L,+,4000018,4000806,0.131812,0.153099,0.215135
FBgn0266883,lncRNA:CR45344,2L,+,4001084,4001620,1.64432,1.909874,2.683748
FBgn0085205,CG34176,2L,+,4004080,4004480,0,0,0
FBgn0031579,CG15422,2L,+,4004984,4005670,0.547307,0.635696,0.893277
FBgn0031580,CG15423,2L,+,4006041,4006606,0.779152,0.904983,1.271679
FBgn0264295,CG43773,2L,+,4007690,4007984,0,0,0
FBgn0264296,CG43774,2L,+,4008653,4009090,0,0,0
FBgn0000547,ed,2L,+,4031377,4115749,0.98428,1.151663,1.618313
FBgn0266319,asRNA:CR44984,2L,-,4074279,4075952,0,0,0
FBgn0086032,snoRNA:Me28S-C437,2L,+,4085890,4086005,0,0,0
FBgn0031585,CG2955,2L,+,4149279,4151203,444.287781,516.039307,725.136353
FBgn0026394,Or24a,2L,-,4164689,4166134,0,0,0
FBgn0267441,lncRNA:CR45791,2L,-,4185268,4186093,0,0,0
FBgn0264866,lncRNA:CR44057,2L,+,4185401,4186187,0,0,0
FBgn0051961,TBCC,2L,-,4186250,4187793,2.25457,2.618678,3.679756
FBgn0040102,lectin-24Db,2L,+,4188123,4189284,0.406196,0.471796,0.662966
FBgn0031589,CG3714,2L,-,4189340,4198071,0.452555,0.559504,0.786213
FBgn0001075,ft,2L,-,4198404,4221796,1.051923,1.221806,1.716877
FBgn0031590,CG3702,2L,-,4224650,4227097,163.27269,199.493439,280.327393
FBgn0003941,RpL40,2L,+,4227699,4228561,41.160854,53.672287,75.420082
FBgn0267284,lncRNA:CR45720,2L,-,4240014,4240820,13.570012,15.76154,22.148052
FBgn0264867,lncRNA:CR44058,2L,+,4241070,4242397,0.482675,0.870413,1.2231
FBgn0264868,lncRNA:CR44059,2L,-,4246209,4249676,3.595705,4.176404,5.868666
FBgn0266832,lncRNA:CR45294,2L,-,4255720,4256085,5.322404,6.181961,8.686867
FBgn0266833,lncRNA:CR45295,2L,-,4256132,4256519,5.231959,6.076909,8.539248
FBgn0266834,lncRNA:CR45296,2L,-,4256798,4257295,5.014056,5.823816,8.183601
FBgn0265269,CG15425,2L,+,4257572,4258425,255.855347,297.175446,417.589722
FBgn0264889,lncRNA:CR44080,2L,-,4259946,4261101,3.072212,3.568368,5.014256
FBgn0031592,Art2,2L,-,4277696,4281324,2.464577,3.179559,4.467905
FBgn0010473,tutl,2L,+,4283148,4323781,0.20925,0.331559,0.465905
FBgn0028482,bdl,2L,+,4324554,4331830,1.567399,1.820531,2.558202
FBgn0020762,Atet,2L,+,4333913,4345776,0.601479,1.279055,1.797323
FBgn0262375,mir-1005,2L,+,4343696,4343756,0,0,0
FBgn0265908,lncRNA:CR44697,2L,+,4347501,4347954,2.422785,2.81406,3.954305
FBgn0265909,lncRNA:CR44698,2L,+,4348318,4348678,0.537396,0.624184,0.877101
FBgn0265910,lncRNA:CR44699,2L,+,4349172,4349685,0.859155,0.997907,1.402254
FBgn0265911,lncRNA:CR44700,2L,+,4350999,4351449,0.64745,0.752012,1.056724
FBgn0031596,CG15429,2L,+,4352975,4354034,45.94698,53.367317,74.991539
FBgn0266903,lncRNA:CR45363,2L,-,4361689,4371303,0,0,0
FBgn0026319,Traf4,2L,+,4361925,4380716,0,0,0
FBgn0031597,CG17612,2L,-,4380722,4382735,1.788277,2.118025,2.97624
FBgn0031598,Vps53,2L,-,4382925,4386062,4.722973,5.485723,7.708516
FBgn0261976,Psf2,2L,-,4386182,4387356,0,0,0
FBgn0027560,Tps1,2L,+,4388327,4392778,3.183904,3.698098,5.196552
FBgn0031600,CG3652,2L,-,4392770,4393876,8.168397,9.487576,13.331903
FBgn0022153,l(2)k05819,2L,+,4394196,4400487,3.203774,3.83677,5.391414
FBgn0031601,Dim1,2L,+,4403251,4403955,10.508251,12.205312,17.150854
FBgn0031602,CG15431,2L,-,4403992,4441282,0,0,0
FBgn0262357,CG43055,2L,+,4411155,4411824,0,0,0
FBgn0051963,tRNA:Trp-CCA-2-1,2L,-,4418977,4419048,0,0,0
FBgn0085206,CG34177,2L,+,4433908,4435057,106.419403,123.605911,173.690521
FBgn0085207,CG34178,2L,+,4433908,4435057,39.934132,76.398193,107.354424
FBgn0262358,CG43056,2L,+,4437787,4438201,0,0,0
FBgn0259958,Sfp24F,2L,-,4441429,4442060,3.802768,4.526546,6.360685
FBgn0031603,CG15432,2L,+,4442320,4442985,5.310547,7.115595,9.998805
FBgn0027609,morgue,2L,-,4442870,4444680,4.629291,5.376912,7.555614
FBgn0031604,Elp3,2L,+,4444732,4446765,1.209231,1.404519,1.973625
FBgn0025684,MFS18,2L,-,4446670,4448635,2.857098,3.318513,4.663161
FBgn0031606,CG15439,2L,-,4449295,4453038,0.523538,0.608088,0.854483
FBgn0031607,CG15440,2L,-,4453169,4454453,9.500816,11.035178,15.506587
FBgn0040705,ND-B8,2L,+,4454626,4455207,33.638699,39.071278,54.902802
FBgn0019982,Gs1l,2L,-,4455137,4456807,2.766919,4.131779,5.805959
FBgn0285948,RpL27A,2L,-,4457186,4458364,65.236969,81.84993,115.015182
FBgn0065053,snoRNA:Me18S-C1831,2L,-,4457603,4457674,6.611111,7.678791,10.790206
FBgn0053002,mRpL27,2L,-,4458595,4459638,5.208155,11.033093,15.503658
FBgn0031608,CG15435,2L,+,4459729,4461746,9.617296,12.042098,16.921509
FBgn0031609,CG15443,2L,-,4461657,4463447,1.906706,2.999634,4.215074
FBgn0031610,CG15436,2L,+,4463611,4465075,0,0,0
FBgn0031611,FIG4,2L,+,4465174,4468022,0.746061,0.866548,1.21767
FBgn0011603,ine,2L,-,4468000,4477022,0,0,0
FBgn0053196,dpy,2L,-,4477462,4614300,0.077318,0.090356,0.126968
FBgn0031613,HP6,2L,-,4577719,4578218,27.072001,31.444071,44.185081
FBgn0263869,lncRNA:CR43716,2L,-,4582250,4582968,0,0,0
FBgn0265820,lncRNA:CR44609,2L,+,4619587,4620918,0.60239,0.699675,0.98318
FBgn0267008,lncRNA:CR45452,2L,-,4633881,4634342,1.199134,1.392792,1.957145
FBgn0083938,BG642163,2L,+,4641296,4642872,3.095458,3.917764,5.505226
FBgn0031617,CG15635,2L,+,4642972,4646562,0.881275,1.023599,1.438357
FBgn0264342,CG43798,2L,+,4647051,4647920,0,0,0
FBgn0284415,lncRNA:TS6,2L,-,4655478,4656209,0.311475,0.361778,0.508368
FBgn0031620,CG11929,2L,+,4682677,4687232,100.605408,116.86026,164.211563
FBgn0000227,Bsg25A,2L,-,4683052,4684461,0,0,0
FBgn0031621,Elba3,2L,+,4687511,4688956,5.165284,5.999467,8.430426
FBgn0031622,CG3251,2L,-,4688965,4690702,0,0,0
FBgn0085380,CG34351,2L,+,4694721,4722465,0,0,0
FBgn0031623,Taf12L,2L,-,4700835,4701485,12.284264,14.268146,20.049541
FBgn0031626,CG15631,2L,-,4732413,4734458,120.148872,139.552658,196.098831
FBgn0031627,fipi,2L,-,4734592,4794044,0.691991,0.803746,1.129421
FBgn0260428,CG42523,2L,+,4762895,4763951,310.158783,553.732178,778.102234
FBgn0031628,CG3294,2L,+,4794549,4796581,5.440623,6.493762,9.125009
FBgn0031629,Clect27,2L,-,4796600,4801923,1.987894,2.308935,3.244506
FBgn0031630,CG15629,2L,+,4813009,4815891,0,0,0
FBgn0031631,CG3225,2L,-,4815613,4818245,2.500628,2.904474,4.081355
FBgn0263577,mir-4910,2L,-,4817816,4817881,0,0,0
FBgn0031632,CG15628,2L,+,4821774,4828945,0.367752,0.427143,0.60022
FBgn0031633,Fnta,2L,-,4829214,4830693,9.278846,12.296195,17.278563
FBgn0263575,mir-4912,2L,-,4829980,4830039,0,0,0
FBgn0031634,Ir25a,2L,-,4830846,4835300,1.317814,1.593267,2.238853
FBgn0031635,tank,2L,-,4835335,4837999,6.35724,7.397266,10.394608
FBgn0031636,CG12194,2L,+,4838347,4841465,10.580552,14.923856,20.970942
FBgn0031637,mxt,2L,-,4841482,4847295,16.013126,30.062368,42.243519
FBgn0031638,CG11927,2L,+,4847766,4849499,36.842697,42.792713,60.132145
