id_gene_DM,gene_DM,biotype_DM,DM_up,DM_down,id_gene_HS,gene_HS,biotype_HS,HS_up,HS_down,id_gene_MM,gene_MM,biotype_MM,MM_up,MM_down,FDR<=0.05,FDR<=0.01,StockNumber,FlyBase Genotype,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Phenotype or literature,Previously known to affect spermatogenesis,Function,Previous ref to RNAi working,Other species infertility phenotype?
FBgn0038965,mats,protein_coding,True,True,"ENSG00000114978,ENSG00000173542","MOB1A,MOB1B","protein_coding,protein_coding","False,False","True,True",ENSMUSG00000043131,Mob1a,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0034975,enok,protein_coding,True,True,"ENSG00000136504,ENSG00000083168","KAT7,KAT6A","protein_coding,protein_coding","False,False","True,True","ENSMUSG00000038909,ENSMUSG00000021767","Kat7,Kat6b","protein_coding,protein_coding","True,False","True,True",True,True,,,,,,,,,,,,,,,
FBgn0028387,chm,protein_coding,True,True,"ENSG00000136504,ENSG00000083168","KAT7,KAT6A","protein_coding,protein_coding","False,False","True,True","ENSMUSG00000038909,ENSMUSG00000021767","Kat7,Kat6b","protein_coding,protein_coding","True,False","True,True",True,True,,,,,,,,,,,,,,,
FBgn0032633,Lrch,protein_coding,True,True,ENSG00000130224,LRCH2,protein_coding,False,True,ENSMUSG00000022801,Lrch3,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0086712,Egm,protein_coding,True,True,ENSG00000072778,ACADVL,protein_coding,True,False,"ENSMUSG00000027710,ENSMUSG00000018574","Acad9,Acadvl","protein_coding,protein_coding","False,False","True,True",True,False,,,,,,,,,,,,,,,
FBgn0034432,CG7461,protein_coding,True,True,ENSG00000072778,ACADVL,protein_coding,True,False,"ENSMUSG00000027710,ENSMUSG00000018574","Acad9,Acadvl","protein_coding,protein_coding","False,False","True,True",True,False,,,,,,,,,,,,,,,
FBgn0026630,nes,protein_coding,True,True,ENSG00000111684,LPCAT3,protein_coding,True,True,ENSMUSG00000004270,Lpcat3,protein_coding,True,False,True,True,62490,y1 v1; P{TRiP.HMJ24013}attP40/CyO,26,24,5,5,25,23,29,26,,,,No,
FBgn0003612,Su(var)2-10,protein_coding,True,True,ENSG00000131788,PIAS3,protein_coding,False,True,"ENSMUSG00000032405,ENSMUSG00000025423","Pias1,Pias2","protein_coding,protein_coding","True,True","False,False",True,True,,,,,,,,,,,,,,,
FBgn0030655,CG9213,protein_coding,True,False,ENSG00000152404,CWF19L2,protein_coding,False,True,ENSMUSG00000025898,Cwf19l2,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0004363,porin,protein_coding,True,True,ENSG00000078668,VDAC3,protein_coding,True,False,"ENSMUSG00000021771,ENSMUSG00000008892,ENSMUSG00000075053","Vdac2,Vdac3,Vdac3-ps1","protein_coding,protein_coding,unprocessed_pseudogene","True,True,True","False,False,False",True,False,v101336,P{KK107645}VIE-260B,26,0,9,0,15,0,14,0,No sperm. Individualization defect.,Yes. Nebenkern and individualization defects. 10.1371/journal.pone.0013151,channel protein localized in the outer membrane of mitochondria ,Yes,Mouse infertility reported for Vdac3 mutant: motility defects due to axoneme defect
FBgn0069354,Porin2,protein_coding,True,True,ENSG00000078668,VDAC3,protein_coding,True,False,"ENSMUSG00000021771,ENSMUSG00000008892,ENSMUSG00000075053","Vdac2,Vdac3,Vdac3-ps1","protein_coding,protein_coding,unprocessed_pseudogene","True,True,True","False,False,False",True,False,v39107,w1118; P{GD15043}v39107,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,,,Yes,Mouse infertility reported
FBgn0004381,Klp68D,protein_coding,True,True,ENSG00000131437,KIF3A,protein_coding,False,True,"ENSMUSG00000027475,ENSMUSG00000018395","Kif3b,Kif3a","protein_coding,protein_coding","True,True","False,False",True,False,,,,,,,,,,,,,,,
FBgn0004380,Klp64D,protein_coding,True,True,ENSG00000131437,KIF3A,protein_coding,False,True,"ENSMUSG00000027475,ENSMUSG00000018395","Kif3b,Kif3a","protein_coding,protein_coding","True,True","False,False",True,False,,,,,,,,,,,,,,,
FBgn0001216,Hsc70-1,protein_coding,True,True,ENSG00000126803,HSPA2,protein_coding,True,True,"ENSMUSG00000007033,ENSMUSG00000015656,ENSMUSG00000059970","Hspa1l,Hspa8,Hspa2","protein_coding,protein_coding,protein_coding","True,False,True","False,True,False",True,True,v45596,w[1118]; P{GD13532}v45596,18,6,30,8,29,7,25,20,OAT. Individualization defect,No,Heat shock protein cognate 1,Yes,Mouse infertility reported for Hspa2 (meiotic failure)
FBgn0001217,Hsc70-2,protein_coding,True,True,ENSG00000126803,HSPA2,protein_coding,True,True,"ENSMUSG00000007033,ENSMUSG00000015656,ENSMUSG00000059970","Hspa1l,Hspa8,Hspa2","protein_coding,protein_coding,protein_coding","True,False,True","False,True,False",True,True,v19202,w1118; P{GD8848}v19202/TM3,,,,,,,,,,,,Yes,Mouse infertility reported
FBgn0266599,Hsc70-4,protein_coding,True,True,ENSG00000126803,HSPA2,protein_coding,True,True,"ENSMUSG00000007033,ENSMUSG00000015656,ENSMUSG00000059970","Hspa1l,Hspa8,Hspa2","protein_coding,protein_coding,protein_coding","True,False,True","False,True,False",True,True,54810,y[1] v[1]; P{TRiP.HMJ21529}attP40,25,7,17,0,23,18,23,0,Morphologically normal testis.,No,Heat shock protein cognate 4,Yes,Mouse infertility reported for Hspa2 (meiotic failure)
FBgn0001230,Hsp68,protein_coding,True,True,ENSG00000126803,HSPA2,protein_coding,True,True,"ENSMUSG00000007033,ENSMUSG00000015656,ENSMUSG00000059970","Hspa1l,Hspa8,Hspa2","protein_coding,protein_coding,protein_coding","True,False,True","False,True,False",True,True,v47146,w1118 P{GD16361}v47146,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,,,Yes,Mouse infertility reported
FBgn0024285,Srp54,protein_coding,True,True,"ENSG00000153914,ENSG00000116754","SREK1,SRSF11","protein_coding,protein_coding","False,True","True,True","ENSMUSG00000032621,ENSMUSG00000055436","Srek1,Srsf11","protein_coding,protein_coding","True,False","True,True",True,True,v51088,P{GD10663}v51088,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,,,Yes,
FBgn0041604,dlp,protein_coding,True,True,ENSG00000213420,GPC2,protein_coding,True,False,"ENSMUSG00000031119,ENSMUSG00000029510","Gpc4,Gpc2","protein_coding,protein_coding","False,True","True,False",True,True,v10298,w[1118]; P{GD3592}v10298/TM3,28,26,30,26,26,25,30,29,,,,Yes,
FBgn0025716,Bap55,protein_coding,True,True,ENSG00000136518,ACTL6A,protein_coding,False,True,ENSMUSG00000027671,Actl6a,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0028694,Rpn11,protein_coding,True,True,ENSG00000115233,PSMD14,protein_coding,False,True,ENSMUSG00000026914,Psmd14,protein_coding,False,True,True,True,v19272,w[1118]; P{GD8888}v19272,14,0,16,0,22,0,25,0,Meiotic arrest,No,26S Proteasome non-ATPase regulatory subunit 14,Yes,
FBgn0037203,slif,protein_coding,True,True,ENSG00000139514,SLC7A1,protein_coding,True,True,"ENSMUSG00000041313,ENSMUSG00000031596","Slc7a1,Slc7a2","protein_coding,protein_coding","False,False","True,True",True,True,,,,,,,,,,,,,,,
FBgn0036493,CG7255,protein_coding,True,True,ENSG00000139514,SLC7A1,protein_coding,True,True,"ENSMUSG00000041313,ENSMUSG00000031596","Slc7a1,Slc7a2","protein_coding,protein_coding","False,False","True,True",True,True,,,,,,,,,,,,,,,
FBgn0036764,CG5535,protein_coding,True,True,ENSG00000139514,SLC7A1,protein_coding,True,True,"ENSMUSG00000041313,ENSMUSG00000031596","Slc7a1,Slc7a2","protein_coding,protein_coding","False,False","True,True",True,True,,,,,,,,,,,,,,,
FBgn0035798,frac,protein_coding,False,True,ENSG00000138829,FBN2,protein_coding,True,True,ENSMUSG00000024598,Fbn2,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0053196,dpy,protein_coding,True,True,ENSG00000138829,FBN2,protein_coding,True,True,ENSMUSG00000024598,Fbn2,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0038233,HtrA2,protein_coding,True,True,ENSG00000115317,HTRA2,protein_coding,False,True,"ENSMUSG00000006205,ENSMUSG00000068329","Htra1,Htra2","protein_coding,protein_coding","False,False","True,True",True,True,,,,,,,,,,,,,,,
FBgn0036821,CG3961,protein_coding,True,False,ENSG00000164398,ACSL6,protein_coding,True,True,"ENSMUSG00000018796,ENSMUSG00000020333","Acsl1,Acsl6","protein_coding,protein_coding","True,True","False,False",True,True,v37305,w[1118]; P{GD2713}v37305,29,24,31,28,30,21,30,28,,,,Yes,
FBgn0040285,Scamp,protein_coding,True,True,ENSG00000085365,SCAMP1,protein_coding,False,True,ENSMUSG00000028049,Scamp3,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0010194,Wnt5,protein_coding,True,True,ENSG00000134245,WNT2B,protein_coding,False,True,ENSMUSG00000030170,Wnt5b,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0004360,Wnt2,protein_coding,True,False,ENSG00000134245,WNT2B,protein_coding,False,True,ENSMUSG00000030170,Wnt5b,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0050338,CG30338,protein_coding,True,True,ENSG00000156253,RWDD2B,protein_coding,False,True,ENSMUSG00000041079,Rwdd2b,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0266465,GckIII,protein_coding,True,True,ENSG00000115694,STK25,protein_coding,True,True,ENSMUSG00000026277,Stk25,protein_coding,True,True,True,True,,,,,,,,,,,,,,,
FBgn0036043,CG8177,protein_coding,True,True,"ENSG00000033867,ENSG00000050438","SLC4A7,SLC4A8","protein_coding,protein_coding","False,True","True,True",ENSMUSG00000023032,Slc4a8,protein_coding,True,False,True,True,51827,y[1] v[1]; P{TRiP.HMC03399}attP40,20,17,27,17,57,46,76,68,,,,Yes,
FBgn0259111,Ndae1,protein_coding,True,False,"ENSG00000033867,ENSG00000050438","SLC4A7,SLC4A8","protein_coding,protein_coding","False,True","True,True",ENSMUSG00000023032,Slc4a8,protein_coding,True,False,True,True,62177,y1 sc* v1 sev21; P{TRiP.HMC05184}attP40,13,13,29,28,25,22,25,21,,,,No,
FBgn0003008,or,protein_coding,True,True,ENSG00000157823,AP3S2,protein_coding,False,True,ENSMUSG00000063801,Ap3s2,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0262743,Fs(2)Ket,protein_coding,True,True,ENSG00000108424,KPNB1,protein_coding,True,True,ENSMUSG00000001440,Kpnb1,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0031534,Snx1,protein_coding,True,True,"ENSG00000028528,ENSG00000205302","SNX1,SNX2","protein_coding,protein_coding","False,False","True,True",ENSMUSG00000032382,Snx1,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0285911,Vps16A,protein_coding,True,True,ENSG00000215305,VPS16,protein_coding,False,True,ENSMUSG00000027411,Vps16,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0032475,Sfmbt,protein_coding,True,True,ENSG00000011258,MBTD1,protein_coding,True,True,"ENSMUSG00000022394,ENSMUSG00000059474","L3mbtl2,Mbtd1","protein_coding,protein_coding","True,False","True,True",True,True,32473,"y1 sc* v1 sev21; P{TRiP.HMS00473}attP2/TM3, Sb1",20,20,18,13,27,27,25,21,,,,No,
FBgn0028426,RNaseZ,protein_coding,True,False,ENSG00000006744,ELAC2,protein_coding,False,True,ENSMUSG00000020549,Elac2,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0034068,casp,protein_coding,True,True,ENSG00000185104,FAF1,protein_coding,True,False,ENSMUSG00000010517,Faf1,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0010340,140up,protein_coding,True,True,ENSG00000113845,TIMMDC1,protein_coding,True,True,ENSMUSG00000002846,Timmdc1,protein_coding,False,True,True,True,v48717,w[1118] P{GD16421}v48717,19,18,32,32,31,29,20,17,,,,Yes,
FBgn0285958,Fuca,protein_coding,True,True,ENSG00000001036,FUCA2,protein_coding,False,True,ENSMUSG00000028673,Fuca1,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0262739,AGO1,protein_coding,True,True,ENSG00000134698,AGO4,protein_coding,True,False,"ENSMUSG00000036698,ENSMUSG00000042500","Ago2,Ago4","protein_coding,protein_coding","False,True","True,True",True,True,33727,y[1] sc[*] v[1]; P{TRiP.HMS00610}attP2,15,15,24,23,28,27,25,25,No discernible phenotype,"Yes, but with somatic driver (hub driver: upd) - leads to crystals in spermatocytes. No reference to fertility defects. http://jcs.biologists.org/content/joces/128/11/2070.full.pdf",,Yes,
FBgn0029993,CG1571,protein_coding,True,True,ENSG00000171595,DNAI2,protein_coding,False,True,ENSMUSG00000034706,Dnaic2,protein_coding,True,False,True,True,63642,y1 v1; P{TRiP.HMJ30209}attP40,25,25,11,10,29,29,29,29,,,,No,
FBgn0032520,CG10859,protein_coding,True,True,ENSG00000171595,DNAI2,protein_coding,False,True,ENSMUSG00000034706,Dnaic2,protein_coding,True,False,True,True,v27322,w1118; P{GD7109}v27322,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,,,No,
FBgn0039140,Miro,protein_coding,True,True,ENSG00000140983,RHOT2,protein_coding,False,True,"ENSMUSG00000017686,ENSMUSG00000025733","Rhot1,Rhot2","protein_coding,protein_coding","True,False","False,True",True,True,,,,,,,,,,,,,,,
FBgn0033984,Lap1,protein_coding,True,True,ENSG00000033122,LRRC7,protein_coding,False,True,"ENSMUSG00000022568,ENSMUSG00000032352","Scrib,Lrrc1","protein_coding,protein_coding","True,True","False,False",True,True,,,,,,,,,,,,,,,
FBgn0263289,scrib,protein_coding,True,True,ENSG00000033122,LRRC7,protein_coding,False,True,"ENSMUSG00000022568,ENSMUSG00000032352","Scrib,Lrrc1","protein_coding,protein_coding","True,True","False,False",True,True,,,,,,,,,,,,,,,
FBgn0010258,Rbp4,protein_coding,True,True,"ENSG00000122566,ENSG00000139675","HNRNPA2B1,HNRNPA1L2","protein_coding,protein_coding","False,True","True,True",ENSMUSG00000004980,Hnrnpa2b1,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0004903,Rb97D,protein_coding,True,True,"ENSG00000122566,ENSG00000139675","HNRNPA2B1,HNRNPA1L2","protein_coding,protein_coding","False,True","True,True",ENSMUSG00000004980,Hnrnpa2b1,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0001215,Hrb98DE,protein_coding,True,True,"ENSG00000122566,ENSG00000139675","HNRNPA2B1,HNRNPA1L2","protein_coding,protein_coding","False,True","True,True",ENSMUSG00000004980,Hnrnpa2b1,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0004237,Hrb87F,protein_coding,True,True,"ENSG00000122566,ENSG00000139675","HNRNPA2B1,HNRNPA1L2","protein_coding,protein_coding","False,True","True,True",ENSMUSG00000004980,Hnrnpa2b1,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0000464,Lar,protein_coding,True,True,ENSG00000105426,PTPRS,protein_coding,False,True,ENSMUSG00000013236,Ptprs,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0002719,Men,protein_coding,True,True,ENSG00000151376,ME3,protein_coding,False,True,ENSMUSG00000030621,Me3,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0034127,CG7848,protein_coding,True,True,ENSG00000151376,ME3,protein_coding,False,True,ENSMUSG00000030621,Me3,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0029155,Men-b,protein_coding,True,True,ENSG00000151376,ME3,protein_coding,False,True,ENSMUSG00000030621,Me3,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0029153,Menl-2,protein_coding,True,True,ENSG00000151376,ME3,protein_coding,False,True,ENSMUSG00000030621,Me3,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0029154,Menl-1,protein_coding,True,True,ENSG00000151376,ME3,protein_coding,False,True,ENSMUSG00000030621,Me3,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0035317,Oseg2,protein_coding,True,False,ENSG00000138002,IFT172,protein_coding,True,False,ENSMUSG00000038564,Ift172,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0035110,thoc7,protein_coding,True,True,ENSG00000163634,THOC7,protein_coding,False,True,ENSMUSG00000053453,Thoc7,protein_coding,True,True,True,False,,,,,,,,,,,,,,,
FBgn0029928,CG3032,protein_coding,True,True,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False","True,True,True,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,False,False,True,False,True,True,True",True,True,57560,y1 sc* v1 sev21; P{TRiP.HMC04877}attP40,25,24,12,12,30,27,32,30,,,,No,
FBgn0030008,CG2129,protein_coding,True,True,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False","True,True,True,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,False,False,True,False,True,True,True",True,True,57423,y1 sc* v1 sev21; P{TRiP.HMC04730}attP40,27,27,25,24,27,26,25,24,,,,No,
FBgn0030010,CG10959,protein_coding,True,True,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141","protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding","False,False,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False","True,True,True,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,False,False,True,False,True,True,True",True,True,29361,"y1 v1; P{TRiP.JF02525}attP2/TM3, Sb1",22,22,10,9,13,12,32,30,,,,No,
