id_gene,Stock Number,Transgene,status,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Recorded cellular phenotype,Previously known to affect male fertility/sperm cells,Function,Previous ref to RNAi working,Other species infertility phenotype?,Flybase link
FBgn0010590,v35923,P{GD13913}v35923,Pending,,,,,,,,,,No,Unknown (predicted to contribute to endopeptidase activity and threonine-type endopeptidase activity).,Yes ,,http://flybase.org/reports/FBgn0010590
FBgn0031990,v35956,P{GD13962}v35956,Pending,,,,,,,,,,Yes. Individualization defect (http://jcb.rupress.org/content/206/1/79),Protein required for the endoplasmic reticulum to Golgi trafficking of a family of G-protein coupled receptors.,Yes ,,http://flybase.org/reports/FBgn0031990
FBgn0035766,v35982,P{GD13980}v35982,Pending,,,,,,,,,,No,Unknown (predicted acetyltransferase activity).,Yes ,,http://flybase.org/reports/FBgn0035766
FBgn0263593,v36006,P{GD14004}v36006,Pending,,,,,,,,,,No,Protein that plays a central role in fat body function and energy metabolism. It works as a phosphatidate phosphatase required for normal insulin pathway signaling.,Yes ,Mouse infertility. Possibly due to behavior impairment (http://www.jbc.org/content/266/18/11955.full.pdf),http://flybase.org/reports/FBgn0263593
FBgn0033638,v36080,P{GD14092}v36080,Pending,,,,,,,,,,No,Unknown.,Yes ,,http://flybase.org/reports/FBgn0033638
FBgn0002914,v37710,P{GD4472}v37710,Pending,,,,,,,,,,No,Transcription factor that activates the transcription of genes involved in the G2/M phases of the cell cycle. ,Yes ,Mouse infertility. Meiotic defects (https://dev.biologists.org/content/138/15/3319),http://flybase.org/reports/FBgn0002914
FBgn0036449,v37877,P{GD5139}v37877,Pending,,,,,,,,,,No,"Triglyceride lipase involved in glycerolipid metabolism, regulation of lipid storage and triglyceride homeostasis.",Yes ,,http://flybase.org/reports/FBgn0036449
FBgn0037220,v38790,P{GD8388}v38790/TM3,Pending,,,,,,,,,,No,"Unknown (predicted metal ion binding and RNA binding (mRNA, pre-mRNA and U6 snRNA).",Yes ,,http://flybase.org/reports/FBgn0037220
FBgn0004832,v40368,P{GD11900}v40368,Pending,,,,,,,,,,No,Unknown (predicted damaged DNA binding).,Yes ,,http://flybase.org/reports/FBgn0004832
FBgn0259483,v40442,P{GD10957}v40442,Pending,,,,,,,,,,No,"Protein that contributes to microtubule organization, axonal transport, mitotic spindle assembly and regulation of Hippo signaling.",Yes ,,http://flybase.org/reports/FBgn0259483
FBgn0278608,v41029,P{GD4269}v41029,Pending,,,,,,,,,,Yes. Males have severe developmental defects and impaired fertility (https://onlinelibrary.wiley.com/doi/abs/10.1002/%28SICI%291520-6408%281998%2923%3A4%3C324%3A%3AAID-DVG7%3E3.0.CO%3B2-T),DNA/protein/TBP-class protein binding.,Yes ,,http://flybase.org/reports/FBgn0278608
FBgn0029778,v41779 - unavail. stock,P{GD10450}v41779/TM3,Pending,,,,,,,,,,No,GTPase activating protein involved in adherens junction maintenance and regulation of ERK MAP kinase signaling.,Yes ,,http://flybase.org/reports/FBgn0029778
FBgn0010213,v42162,P{GD14064}v42162,Pending,,,,,,,,,,No,"Enzyme that detoxifies superoxide radicals in mitochondria. The loss of Sod2 generates endogenous oxidative stress that results in reduced activity of critical mitochondrial enzymes, hypersensitivity to oxidative stress and neonatal lethality.",Yes ,,http://flybase.org/reports/FBgn0010213
FBgn0036764,v42583,P{GD2703}v42583,Pending,,,,,,,,,,No,Unknown (predicted amino acid transmembrane transporter activity).,Yes ,,http://flybase.org/reports/FBgn0036764
FBgn0038872,v43211,P{GD5620}v43211,Pending,,,,,,,,,,No,Unknown (predicted RNA binding).,Yes,,http://flybase.org/reports/FBgn0038872
FBgn0030345,v43702,P{GD9582}v43702/TM3,Pending,,,,,,,,,,No,Unknown (predicted protein binding).,Yes ,,http://flybase.org/reports/FBgn0030345
FBgn0004619,v44439,P{GD3582}v44439/CyO,Pending,,,,,,,,,,No,Kainate selective glutamate receptor activity.,Yes ,,http://flybase.org/reports/FBgn0004619
FBgn0034109,v44854,P{GD1708}v44854,Pending,,,,,,,,,,No,Peptidylprolyl isomerase.,Yes ,,http://flybase.org/reports/FBgn0034109
FBgn0028425,v45190,P{GD3466}v45190,Pending,,,,,,,,,,No,Unknown (predicted L-amino acid transmembrane transporter activity).,Yes ,,http://flybase.org/reports/FBgn0028425
FBgn0051523,v45226,P{GD4631}v45226,Pending,,,,,,,,,,No,Unknown (predicted fatty acid elongase activity).,Yes ,,http://flybase.org/reports/FBgn0051523
FBgn0032600,v45449,P{GD9485}v45449,Pending,,,,,,,,,,No, Zinc finger domain protein encodes a protein involved in dendrite morphogenesis (DNA binding and microtubule binding).,Yes ,,http://flybase.org/reports/FBgn0032600
FBgn0061469,v45875,P{GD450}v45875,Pending,,,,,,,,,,No,Founding member of the HECT-type ubiquitin E3 ligase family of enzymes. It is involved in the final step of conjugation of ubiquitin to its target substrates. It regulates protein degradation by targeting modified proteins to the proteasome or by regulating the proteasome activity through ubiquitination of its subunits,Yes ,,http://flybase.org/reports/FBgn0061469
FBgn0035189,v46326,P{GD14123}v46326/TM3,Pending,,,,,,,,,,No,"Unknown (predicted hydrolase activity, acting on ester bonds; zinc ion binding).",No ,,http://flybase.org/reports/FBgn0035189
FBgn0053002,v46439,P{GD15985}v46439,Pending,,,,,,,,,,No,Unknown (predicted structural constituent of ribosome).,Yes ,,http://flybase.org/reports/FBgn0053002
FBgn0062413,v46757,P{GD16726}v46757/TM3,Pending,,,,,,,,,,No,Plasma membrane protein that functions as a copper transporter.,Yes ,,http://flybase.org/reports/FBgn0062413
FBgn0034050,v46760,P{GD16740}v46760,Pending,,,,,,,,,,No,Unknown.,Yes ,,http://flybase.org/reports/FBgn0034050
FBgn0052006,v47024,P{GD10430}v47024/TM3,Pending,,,,,,,,,,No,"Unknown (predicted DNA-binding transcription factor activity, RNA polymerase II-specific and sequence-specific DNA binding).",Yes  ,,http://flybase.org/reports/FBgn0052006
FBgn0283658,v48941,P{GD16843}v48941,Pending,,,,,,,,,,No,Dihydrolipoyllysine-residue acetyltransferase.,Yes ,,http://flybase.org/reports/FBgn0283658
FBgn0005585,v51271,P{GD4328}v51271,Pending,,,,,,,,,,No,"Protein that contributes to olfactory behavior, central nervous system development and sleep (predicted to calcium ion binding and unfolded protein binding).",Yes ,,http://flybase.org/reports/FBgn0005585
FBgn0027885,v51472,P{GD1338}v51472,Pending,,,,,,,,,,No,Protein binding; belongs to the API5 (apoptosis inhibitor 5) family.,Yes ,,http://flybase.org/reports/FBgn0286781
FBgn0004237,v51759,P{GD7818}v51759,Pending,,,,,,,,,,No,"hnRNP-A family RNA-binding protein, involved in gene expression and RNA processing. It is an essential component of the nucleoplasmic omega speckles and necessary for telomere maintenance. Hrb87F null mutants show defects in development, female fertility and stress tolerance.",Yes ,,http://flybase.org/reports/FBgn0004237
FBgn0005617,v9239,P{GD1242}v9239,Pending,,,,,,,,,,No,"Protein that is thought to form a scaffold to organize the full male-specific-lethal dosage compensation complex, which increases male X chromosome transcription approximately two-fold (msl-1 homozygous mutant males die as larvae).",Yes ,,http://flybase.org/reports/FBgn0005617
FBgn0051989,v9402,P{GD913}v9402/TM3,Pending,,,,,,,,,,Yes. Meiotic defects (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1000228),Chromatin binding (predicted methylated histone binding).,Yes ,,http://flybase.org/reports/FBgn0051989
FBgn0032812,in-house line,-,Pending,,,,,,,,,,No,Ring finger type E3 ubiquitin ligase,-,, http://flybase.org/reports/FBgn0032812
FBgn0052673,in-house line,-,Pending,,,,,,,,,,No,Predicted to have GTPase activity,-,, http://flybase.org/reports/FBgn0052673
FBgn0262123,in-house line,-,Pending,,,,,,,,,,No,Predicted to be involved in axonemal dynein complex assembly and cilium movement,-,Human infertility. PCD (https://onlinelibrary.wiley.com/doi/abs/10.1111/crj.12268), http://flybase.org/reports/FBgn0262123
