id_gene,gene,Stock Number,Transgene,Status,Human variants in cohort,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Recorded cellular phenotype,Previously reported in DM?,Function,Previous ref to RNAi working?,Other species infertility phenotype?,Our DM pheno code,Others DM pheno code,MM pheno code,HS pheno code,Flybase link,Origin of gene
FBgn0264307,orb2,v107153 - lost stock,P{KK101114}VIE-260B,Screened,,31,0,29,0,25,0,27,0,No sperm. Spermiogenesis defect.,Yes. Meiotic defects that impair subsequent stages of spermatogenesis (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1003079).,"mRNA 3'-UTR binding protein, translation regulator",Yes,,B,A,,,http://flybase.org/reports/FBgn0264307,"Original ""pool"""
FBgn0284243,betaTub56D,v24138,P{GD14171}v24138,Screened,,35,0,29,0,25,0,29,0,No sperm. Spermiogenesis defect (abnormal elongation/individualization defect).,No,Beta tubulin 56D,Yes,,B,,,,http://flybase.org/reports/FBgn0284243,"Original ""pool"""
FBgn0038195,CG3061,v5868,P{GD2980}v5868,Screened,,31,0,30,0,26,0,28,0,No sperm. Individualization defect.,No,Predicted to have Hsp70 protein binding activity,Yes,,B,,,,http://flybase.org/reports/FBgn0038195,"Original ""pool"""
FBgn0024921,Tnpo,v6543,P{GD33}v6543,Screened,,27,0,29,0,29,0,31,0,No sperm. Individualization defect.,No,Protein involved in Hh signalling regulation by mediating transcription factor import,Yes,,B,,,,http://flybase.org/reports/FBgn0024921,"Original ""pool"""
FBgn0036173,CG7394,v9209 - lost stock,P{GD3871}v9209,Screened,,31,0,27,0,25,0,29,0,No sperm. Individualization defect.,No,"Probable component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner",Yes,,B,,,,http://flybase.org/reports/FBgn0036173,"Original ""pool"""
FBgn0037892,mRpL40,v48166,P{GD16738}v48166,Screened,,26,0,28,0,28,0,25,0,No sperm. Spermiogenesis defect.,No,Mitochondrial ribosomal protein L40,Yes,,B,,,,http://flybase.org/reports/FBgn0037892,"Original ""pool"""
FBgn0260439,Pp2A-29B,v49672 - lost stock,P{GD17607}v49672,Screened,,25,0,29,0,26,0,25,0,No sperm. Individualization defect.,"Yes, but with somatic driver. Leads to early germ cell loss (https://dev.biologists.org/content/146/13/dev174292)",Structural A subunit of the trimeric PP2A phosphatase enzyme,Yes,Mouse infertility. No details (https://www.mousephenotype.org/data/genes/MGI:1920949),B,H,G,,http://flybase.org/reports/FBgn0260439,"Original ""pool"""
FBgn0040011,Slmap,v8198,P{GD3550}v8198,Screened,,25,0,25,0,27,0,28,0,With immotile/dead sperm. Late spermiogenesis defect.,No,Negative regulator of hippo signaling,Yes,,B,,,,http://flybase.org/reports/FBgn0040011,"Original ""pool"""
FBgn0040022,Set1,38368,P{TRiP.HMS01837}attP2,Screened,,29,0,30,0,25,0,27,0,No sperm. Individualization defect.,No,Histone-3 K4 methyltransferase,Yes,,B,,,,http://flybase.org/reports/FBgn0040022,"Original ""pool"""
FBgn0029870,Marf,v40478,P{GD11094}v40478,Screened,,31,0,28,0,26,0,31,0,No sperm. Individualization defect.,No,Dynamin-family GTPase that mediates outer mitochondrial membrane tethering and fusion,Yes,,B,,,,http://flybase.org/reports/FBgn0029870,"Original ""pool"""
FBgn0003124,polo,v20177,P{GD7563}v20177,Screened,,23,0,25,0,20,0,11,0,No sperm. Spermiogenesis defect (severely compromised post-meiotic stages).,Yes. Meiotic cell cycle defects (https://link.springer.com/article/10.1007/PL00013778),Serine/threonine-protein kinase,Yes ,,B,A,,,http://flybase.org/reports/FBgn0003124,"Original ""pool"""
FBgn0011259,Sema1a,v4743,P{GD2504}v4743,Screened,,30,0,25,0,30,0,25,0,No sperm. Individualization defect.,No,Transmembrane protein,Yes ,,B,,,,http://flybase.org/reports/FBgn0011259,"Original ""pool"""
FBgn0025638,Roc1a,v32398,P{GD8596}v32398,Screened,,25,0,22,0,30,0,25,0,"Few sperm, all immotile/dead. Spermiogenesis defect.",No,C2H2 type zinc finger protein,Yes ,,B,,,,http://flybase.org/reports/FBgn0025638,"Original ""pool"""
FBgn0040075,rept,v103483,P{KK105732}VIE-260B,Screened,,13,0,29,0,18,0,19,0,No sperm. Individualization defect.,Yes. Motility defects (https://www.frontiersin.org/articles/10.3389/fgene.2019.00024/full#h4),DNA helicase,Yes ,,B,C,,,http://flybase.org/reports/FBgn0040075,"Original ""pool"""
FBgn0040918,schlank,v109418,P{KK108152}VIE-260B,Screened,,25,0,27,0,28,0,30,0,No sperm. Individualization defect.,No,Sphingosine N-acyltransferase,Yes ,,B,,,,http://flybase.org/reports/FBgn0040918,"Original ""pool"""
FBgn0001215,Hrb98DE,32351,P{TRiP.HMS00342}attP2,Screened,,29,0,30,0,31,0,29,0,No sperm. Spermiogenesis defect.,No,Heterogeneous nuclear ribonucleoprotein at 98DE,Yes ,,B,,,,http://flybase.org/reports/FBgn0001215,"Original ""pool"""
FBgn0015790,Rab11,27730,P{TRiP.JF02812}attP2,Screened,,31,0,32,0,37,0,26,0,No sperm. Spermiogenesis defect.,Yes. Meiotic cytokinesis defects (https://www.molbiolcell.org/doi/full/10.1091/mbc.e07-05-0415),Rab11,Yes ,,B,A,,,http://flybase.org/reports/FBgn0015790,"Original ""pool"""
FBgn0262872,milt,28385,P{TRiP.JF03022}attP2,Screened,,28,0,30,0,28,0,22,0,No sperm. Spermiogenesis defect.,Yes. Spermiogenesis defects (https://www.ncbi.nlm.nih.gov/pubmed/18690063),Scaffolding protein with microtubule motor activity,Yes ,,B,B,,,http://flybase.org/reports/FBgn0262872,"Original ""pool"""
FBgn0264922,smt3,28034,P{TRiP.JF02869}attP2,Screened,,27,0,32,0,34,0,25,0,No sperm. Individualization defect.,No,SUMO family protein,Yes ,,B,,,,http://flybase.org/reports/FBgn0264922,"Original ""pool"""
FBgn0027055,CSN3,33369,P{TRiP.HMS00242}attP2,Screened,,36,0,48,0,36,0,39,0,No sperm. Spermiogenesis defect.,"Yes, but in somatic cells. Required for normal germ line-soma contacts (https://www.sciencedirect.com/science/article/pii/S0012160614005910?via%3Dihub)",Subunit 3 of the COP9 signalosome,Yes ,,B,H,,,http://flybase.org/reports/FBgn0027055,"Original ""pool"""
FBgn0284220,Top2,35416,P{TRiP.GL00338}attP2,Screened,Heterozygous - missense,35,0,26,0,28,0,23,0,No sperm. Individualization defect.,Yes. Meiotic defects (http://jcb.rupress.org/content/160/7/993),Topoisomerase 2,Yes ,,B,A,,,http://flybase.org/reports/FBgn0284220,"Original ""pool"""
FBgn0015544,spag,38371 - lost stock,P{TRiP.HMS01840}attP2,Screened,,30,0,26,0,30,0,26,0,No sperm. Individualization defect.,No,TPR domain-containing co-chaperone,Yes ,,B,,,,http://flybase.org/reports/FBgn0015544,"Original ""pool"""
FBgn0030354,Upf1,43144,P{TRiP.GL01485}attP2,Screened,,42,0,30,0,27,0,25,0,No sperm. Individualization defect.,No,RNA helicase,Yes ,,B,,,,http://flybase.org/reports/FBgn0030354,"Original ""pool"""
FBgn0029891,Pink1,55886,P{TRiP.HMC04160}attP2,Screened,,26,0,43,0,30,0,28,0,No sperm. Individualization defect.,Yes. Spermiogenesis defects (http://dx.doi.org/10.1038/nature04779),PTEN-induced putative kinase 1,Yes ,,B,B,,,http://flybase.org/reports/FBgn0029891,"Original ""pool"""
FBgn0031020,Naa15-16,v17571 - lost stock,P{GD6743}v17571,Screened,,27,0,28,0,32,0,29,0,No sperm. (Late) individualization defect.,No,Predicted to contribute to peptide alpha-N-acetyltransferase activity,Yes ,,B,,,,http://flybase.org/reports/FBgn0031020,"Original ""pool"""
FBgn0035526,CG1316,v23851,P{GD7942}v23851,Screened,,25,0,27,0,26,0,28,0,No sperm. Individualization defect.,No,Predicted mRNA binding and nucleic acid binding,Yes ,,B,,,,http://flybase.org/reports/FBgn0035526,"Original ""pool"""
FBgn0051961,TBCC,v29359 - lost stock,P{GD14747}v29359,Screened,,27,0,25,0,31,0,36,0,No sperm. Abnormal post-meiotic development. Few cells are capable of initiating elongation.,No,Predicted tubulin binding,Yes ,,B,,,,http://flybase.org/reports/FBgn0051961,"Original ""pool"""
FBgn0051320,HEATR2,v106702,P{KK102625}VIE-260B,Screened,,29,0,33,0,26,0,25,0,No sperm. Spermiogenesis defect.,"Yes. Defective cilia, spermiogenesis defect (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1004577).",Cytoplasmic protein involved in the delivery of the dynein machinery to the motile cilium,Yes ,Human infertility (DNAAF5). PCD (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1004577),B,B,,C,http://flybase.org/reports/FBgn0051320,"Original ""pool"""
FBgn0038862,Usp8,39022 (38982 lethal),P{TRiP.HMS01941}attP2,Screened,,25,0,29,0,30,0,27,0,No sperm. Late spermiogenesis defect.,No,Ubiquitin specific protease 8,Yes ,,B,,,,http://flybase.org/reports/FBgn0038862,"Original ""pool"""
FBgn0259483,Mob4,v40442,P{GD10957}v40442,Screened,,29,0,26,0,31,0,24,0,No sperm. Spermiogenesis defect.,No,MOB kinase activator 4,Yes ,,B,,,,http://flybase.org/reports/FBgn0259483,"Original ""pool"""
FBgn0004237,Hrb87F,v51759,P{GD7818}v51759,Screened,,26,0,28,0,26,0,27,0,No sperm. Late spermiogenesis defect.,No,"HnRNP-A family RNA-binding protein, involved in gene expression and RNA processing",Yes ,,B,,,,http://flybase.org/reports/FBgn0004237,"Original ""pool"""
FBgn0035900,ZC3H3,61816,P{TRiP.HMJ23259}attP40,Screened,,7,0,14,0,19,0,20,0,"Plenty of sperm, all weakly motile or immotile/dead.",No,Involved in mRNA polyadenylation and regulation of mRNA export from nucleus,No,,C,,,,http://flybase.org/reports/FBgn0035900,"Original ""core"""
FBgn0031171,CG1801,v100868,P{KK104944}VIE-260B,Screened,Heterozygous - frameshift; stop gain; stop loss (multiple; 10 DM genes),25,0,28,0,29,0,30,0,"Few  sperm, all dead / immotile.",No,Predicted to have ATPase-coupled transmembrane transporter activity and lipid transporter activity,No,Mouse infertility 1/10 (for Abca1). Overexpression only. Unspecified male infertility defects (https://www.jci.org/articles/view/33622).,C,,G,,http://flybase.org/reports/FBgn0031171,"Original ""pool"""
FBgn0038248,CG7886,v109607,P{KK100967}VIE-260B,Screened,,19,0,17,0,11,0,21,0,No motile sperm. Testis is full of seemingly individualized sperm that have no motility.,No,Centrosomal protein of 78kDa,No ,Human OAT (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7187288/),C,,,C,http://flybase.org/reports/FBgn0038248,"Original ""pool"""
FBgn0028669,Vha100-3,v110051,P{KK104744}VIE-260B,Screened,,30,0,32,0,30,0,27,0,No detectable phenotype.,No,Vacuolar H+ ATPase 100kD subunit 3,No ,,F,,,,http://flybase.org/reports/FBgn0028669,"Original ""pool"""
FBgn0031287,CG4291,77151,P{TRiP.HMS05916}attP40,Screened,,29,0,25,0,27,0,31,0,Few sperm.,No,Precatalytic spliceosome-binding protein,No ,,C,,,,http://flybase.org/reports/FBgn0031287,"Original ""pool"""
FBgn0028836,CSN7,33663,P{TRiP.HMS00073}attP2,Screened,,30,0,27,0,27,0,28,0,No sperm. Severely abnormal spermatogenesis from the pre-meiotic domain onwards.,"Yes, but in somatic cells. Weak defects in germline enclosure and differentiation (https://www.sciencedirect.com/science/article/pii/S0012160614005910?via%3Dihub)",Subunit 7 of the COP9 signalosome,Yes,Mouse infertility. Few details (https://www.mousephenotype.org/data/genes/MGI:1349400),D,H,G,,http://flybase.org/reports/FBgn0028836,"Original ""pool"""
FBgn0005411,U2af50,55153 - lost stock,P{TRiP.HMC03810}attP40,Screened,,30,0,35,0,29,0,27,0,No sperm. Disorganized testis from the apical domain onwards: bundle formation occurs but is soon arrested. Evidence of cell death.,No,Large subunit of the heterodimeric complex U2AF,Yes ,,D,,,,http://flybase.org/reports/FBgn0005411,"Original ""pool"""
FBgn0010590,Prosbeta1,v35923,P{GD13913}v35923,Screened,,29,0,30,0,26,0,27,0,No sperm. Severe pre-meiotic defects that completely disrupt germ cell development.,No,Proteasome β1 subunit,Yes ,,D,,,,http://flybase.org/reports/FBgn0010590,"Original ""pool"""
FBgn0001942,eIF4A,v422021,P{GD14111}v42201,Screened,,23,0,29,0,17,0,25,0,No sperm. Severe pre-meiotic defects that completely disrupt germ cell development.,No,Eukaryotic translation initiation factor 4A,Yes ,,D,,,,http://flybase.org/reports/FBgn0001942,"Original ""pool"""
FBgn0028425,JhI-21,41706,P{TRiP.HMS02271}attP40,Screened,Homozygous - missense (5 DM genes),30,0,28,0,25,0,27,0,No sperm. Severely disrupted spermatogenesis (from early stages onwards).,No,L-amino acid transmembrane transporter,Yes ,,D,,,,http://flybase.org/reports/FBgn0028425,"Original ""pool"""
FBgn0037891,CG5214,v34966 ,P{GD11578}v34966,Screened,,25,0,30,0,33,0,26,0,No sperm. Individualization defect.,No,Dihydrolipoyllysine-residue succinyltransferase ,Yes ,,B,,,,http://flybase.org/reports/FBgn0037891,"Original ""pool"""
FBgn0029155,Men-b,v27535,P{GD11796}v27535,Screened,,27,0,28,0,26,0,30,0,No sperm. Post-meiotic defects: spermatids have extreme morphological abnormalities.,No,Malate dehydrogenase,Yes,,B,,,,http://flybase.org/reports/FBgn0029155,"Original ""pool"""
FBgn0025837,CG17636,in-house line,M{IGCt.CG17636.attp}ZH-86Fb,Screened,,28,0,26,0,26,0,28,0,No sperm. Meiotic arrest (late meiosis). Cells are incapable of entering cytodifferentiation.,No,Predicted to have glutathione hydrolase and peptidyltransferase activity,-,,A,,,,http://flybase.org/reports/FBgn0025837,"Original ""pool"""
FBgn0031779,CG9175,in-house line,M{IGCt.CG9175.attp}ZH-86Fb,Screened,,25,0,31,0,26,0,27,0,No sperm. Meiotic arrest. Some cells can undergo cytodifferentiation but are severely abnormal.,No,Predicted to have GTPase activator and Sar guanyl-nucleotide exchange factor activity,-,,A,,,,http://flybase.org/reports/FBgn0031779,"Original ""pool"""
FBgn0051864,Qtzl,in-house line,M{IGCt.CG31864.attp}ZH-86Fb,Screened,,16,0,12,0,29,0,33,0,No sperm. Individualization defect.,Yes. Sterility possibly due to testicular cause (https://www.pnas.org/content/107/24/10943),Cysteine desulfurase,-,,B,G,,,http://flybase.org/reports/FBgn0051864,"Original ""pool"""
FBgn0010441,pll,57015,P{TRiP.HMS04458}attP40,Screened,,30,0,34,1,29,0,28,0,No sperm. Individualization defect. Evidence of cell death along the testis.,No,Tyrosine kinase-like family serine-threonine protein kinase,Yes ,,B,,,,http://flybase.org/reports/FBgn0010441,"Original ""pool"""
FBgn0082598,akirin,v109671,P{KK102799}VIE-260B,Screened,,28,1,16,0,25,0,16,0,No sperm. Defective spermatogenesis from spermatocyte stage onwards.,No,Transcription coregulator ,Yes,,A,,,,http://flybase.org/reports/FBgn0082598,"Original ""core"""
FBgn0034579,mRpL54,v35447,P{GD12550}v35447,Screened,,28,1,26,0,25,0,19,0,"Few sperm, all presumably immotile/dead. Extensive cell death in the proximal testis.",No,Mitochondrial ribosomal protein L54,Yes ,,D,,,,http://flybase.org/reports/FBgn0034579,"Original ""pool"""
FBgn0264291,Det,v43112,P{GD4679}v43112,Screened,,24,0,25,0,29,0,27,1,"Few sperm, weakly motile. Individualization defect.",Yes. Meiotic cytokinesis defect (https://www.molbiolcell.org/doi/10.1091/mbc.e11-06-0569),Member of the Chromosomal Passenger Complex,Yes,,B,A,,,http://flybase.org/reports/FBgn0264291,"Original ""core"""
FBgn0039796,CG12069,27677,P{TRiP.JF02756}attP2,Screened,,12,0,30,0,27,1,30,0,Plenty of sperm. All with no/decreased motility.,Yes. Reduced fertility (https://www.frontiersin.org/articles/10.3389/fgene.2012.00035/full),cAMP-dependent protein kinase ,No,Mouse infertility 1/3 (for Prkaca). Slight reduction of sperm counts and motility defects (https://academic.oup.com/mend/article/16/3/630/2741756),C,G,B,,http://flybase.org/reports/FBgn0039796,"Original ""core"""
FBgn0004106,Cdk1,v41838,P{GD10728}v41838,Screened,,23,1,22,0,13,0,26,0,No sperm. Highly defective spermatogenesis from spermatocyte stage onwards. Accumulation of abnormal elongated-like cysts.,"Yes, for a constitutively active variant. Meiotic defects (https://www.molbiolcell.org/doi/10.1091/mbc.E16-02-0104)",Cyclin-dependent kinase ,Yes,,A,A,,,http://flybase.org/reports/FBgn0004106,"Original ""core"""
FBgn0034834,LS2,v21379,P{GD10305}v21379,Screened,,21,1,23,0,18,0,29,0,No sperm. Spermiogenesis defect.,No,RNA binding protein that regulates both RNA splicing and gene silencing,Yes,,B,,,,http://flybase.org/reports/FBgn0034834,"Original ""core"""
FBgn0015621,Clp,36816,P{TRiP.GL01037}attP2,Screened,,36,1,40,0,30,0,30,1,"Few sperm, with low motility. Spermiogenesis defect.",No,Endoribonuclease ,No,,B,,,,http://flybase.org/reports/FBgn0015621,"Original ""core"""
FBgn0033897,Rcd1,v108002,P{KK100764}VIE-260B,Screened,,25,0,30,0,30,2,20,0,No sperm. Meiotic arrest.,No,Histone acetyltransferase,No ,,A,,,,http://flybase.org/reports/FBgn0033897,"Original ""pool"""
FBgn0024833,AP-1mu,v24017,P{GD14206}v24017,Screened,,22,0,25,0,30,2,20,0,"Reasonable number of sperm, but immotile/dead. Cell death from spermatogonia/spermatocytes onwards. Defective spermiogenesis.",No,"Adaptor Protein complex 1, μ subunit",Yes ,,D,,,,http://flybase.org/reports/FBgn0024833,"Original ""pool"""
FBgn0004391,shtd,v29072,P{GD14150}v29072,Screened,,30,0,29,2,25,0,26,0,No sperm. Spermiogenesis defect.,No,Anaphase Promoting Complex/Cyclosome (APC/C) subunit.,Yes ,,B,,,,http://flybase.org/reports/FBgn0004391,"Original ""pool"""
FBgn0003090,pk,32413,P{TRiP.HMS00408}attP2,Screened,,34,1,25,0,25,1,30,0,No sperm. Meiotic arrest.,No,Core component of the Frizzled-dependent planar polarity complex,No ,,A,,,,http://flybase.org/reports/FBgn0003090,"Original ""pool"""
FBgn0053002,mRpL27,v46439,P{GD15985}v46439,Screened,,19,0,26,1,26,0,25,1,No detectable sperm. Individualization defect.,No,Mitochondrial ribosomal protein L27,Yes ,,B,,,,http://flybase.org/reports/FBgn0053002,"Original ""pool"""
FBgn0034068,casp,44027,P{TRiP.HMS02742}attP2,Screened,,30,0,40,0,27,0,25,2,No sperm. Individualization defect.,No,Negative regulator of the immune deficiency (Imd) pathway,No,,B,,,,http://flybase.org/reports/FBgn0034068,"Original ""pool"""
FBgn0034205,CG10950,v41460,P{GD7141}v41460,Screened,,29,1,31,2,25,0,28,0,"Few sperm, regular motility.",No,Predicted to be involved in protein import into nucleus,Yes,,C,,,,http://flybase.org/reports/FBgn0034205,"Original ""pool"""
FBgn0036118,Blos2,54835,P{TRiP.HMJ21554}attP40,Screened,,30,3,30,0,33,0,33,0,No detectable sperm. Meiotic arrest: no post-meiotic cells.,No,Predicted to be involved in endosomal transport and lysosome localization,No ,,A,,,,http://flybase.org/reports/FBgn0036118,"Original ""pool"""
FBgn0265434,zip,36727,P{TRiP.HMS01618}attP2,Screened,"Heterozygous - frameshift; missense (multiple, both in MYH1 and MYH8; 2 DM genes)",34,0,30,0,25,0,30,3,No sperm. Individualization defects.,No,Myosin II,Yes ,,B,,,,http://flybase.org/reports/FBgn0265434,"Original ""pool"""
FBgn0032258,Cog4,61816 - lost stock (53679),P{TRiP.HMJ21592}attP40,Screened,Heterozygous - missense,12,0,19,2,34,0,32,0,"No sperm. Meiotic defect (extensive spermatocyte death). Few post-meiotic cells, fewer are able to elongate.",No,Component of oligomeric golgi complex 4,No ,,A,,,,http://flybase.org/reports/FBgn0032258,"Original ""pool"""
FBgn0028903,CG13243,v40442 - lost stock,P{GD7966}v23858,Screened,,11,0,19,2,29,0,26,0,No sperm. Defective spermatogenesis from spermatocyte stage onwards.,No,Unknown ,Yes,Mouse infertility (Catip). No details (http://www.informatics.jax.org/marker/phenotypes/MGI:2685062),A,,G,,http://flybase.org/reports/FBgn0028903,"Original ""core"""
FBgn0278608,Dsp1,v41029,P{GD4269}v41029,Screened,,26,0,28,0,28,3,31,0,No sperm. Individualization defect.,Yes. Males have severe developmental defects and impaired fertility (https://onlinelibrary.wiley.com/doi/abs/10.1002/%28SICI%291520-6408%281998%2923%3A4%3C324%3A%3AAID-DVG7%3E3.0.CO%3B2-T),Protein that binds preferentially single-stranded DNA and unwinds double-stranded DNA,Yes ,,B,G,,,http://flybase.org/reports/FBgn0278608,"Original ""pool"""
