id_gene_DM,gene_DM,biotype_DM,DM_up,DM_down,id_gene_HS,gene_HS,biotype_HS,HS_up,HS_down,id_gene_MM,gene_MM,biotype_MM,MM_up,MM_down
FBgn0037090,Est-Q,protein_coding,True,False,ENSG00000172831,CES2,protein_coding,False,True,"ENSMUSG00000056973,ENSMUSG00000074156","Ces1d,Ces1h","protein_coding,protein_coding","True,False","False,True"
FBgn0001114,Glt,protein_coding,True,True,ENSG00000172831,CES2,protein_coding,False,True,"ENSMUSG00000056973,ENSMUSG00000074156","Ces1d,Ces1h","protein_coding,protein_coding","True,False","False,True"
FBgn0015571,alpha-Est3,protein_coding,True,True,ENSG00000172831,CES2,protein_coding,False,True,"ENSMUSG00000056973,ENSMUSG00000074156","Ces1d,Ces1h","protein_coding,protein_coding","True,False","False,True"
FBgn0015572,alpha-Est4,protein_coding,True,True,ENSG00000172831,CES2,protein_coding,False,True,"ENSMUSG00000056973,ENSMUSG00000074156","Ces1d,Ces1h","protein_coding,protein_coding","True,False","False,True"
FBgn0015574,alpha-Est6,protein_coding,True,True,ENSG00000172831,CES2,protein_coding,False,True,"ENSMUSG00000056973,ENSMUSG00000074156","Ces1d,Ces1h","protein_coding,protein_coding","True,False","False,True"
FBgn0027568,Cand1,protein_coding,True,True,ENSG00000111530,CAND1,protein_coding,False,True,ENSMUSG00000020114,Cand1,protein_coding,True,False
FBgn0040228,DCTN5-p25,protein_coding,True,True,ENSG00000166847,DCTN5,protein_coding,False,True,ENSMUSG00000030868,Dctn5,protein_coding,True,True
FBgn0031696,Bub1,protein_coding,True,True,ENSG00000169679,BUB1,protein_coding,False,True,ENSMUSG00000027379,Bub1,protein_coding,True,False
FBgn0263855,BubR1,protein_coding,True,True,ENSG00000169679,BUB1,protein_coding,False,True,ENSMUSG00000027379,Bub1,protein_coding,True,False
FBgn0005617,msl-1,protein_coding,True,False,ENSG00000188895,MSL1,protein_coding,False,True,ENSMUSG00000052915,Msl1,protein_coding,True,False
FBgn0039147,CG10694,protein_coding,True,True,ENSG00000179262,RAD23A,protein_coding,False,True,ENSMUSG00000003813,Rad23a,protein_coding,True,False
FBgn0026777,Rad23,protein_coding,True,True,ENSG00000179262,RAD23A,protein_coding,False,True,ENSMUSG00000003813,Rad23a,protein_coding,True,False
FBgn0032513,CG6565,protein_coding,True,True,ENSG00000084090,STARD7,protein_coding,False,True,ENSMUSG00000027367,Stard7,protein_coding,False,True
FBgn0033638,CG9005,protein_coding,True,True,ENSG00000047346,FAM214A,protein_coding,False,True,ENSMUSG00000034858,Fam214a,protein_coding,False,True
FBgn0031904,CG5149,protein_coding,True,True,ENSG00000140950,MEAK7,protein_coding,False,True,ENSMUSG00000034105,Meak7,protein_coding,True,True
FBgn0036184,PCID2,protein_coding,True,True,ENSG00000126226,PCID2,protein_coding,False,True,ENSMUSG00000038542,Pcid2,protein_coding,True,True
FBgn0012034,AcCoAS,protein_coding,True,True,ENSG00000111058,ACSS3,protein_coding,True,True,ENSMUSG00000027605,Acss2,protein_coding,True,False
FBgn0000579,Eno,protein_coding,True,True,ENSG00000111674,ENO2,protein_coding,False,True,ENSMUSG00000060600,Eno3,protein_coding,True,True
FBgn0004049,yrt,protein_coding,True,True,ENSG00000115109,EPB41L5,protein_coding,False,True,ENSMUSG00000026383,Epb41l5,protein_coding,False,True
FBgn0035400,CG11537,protein_coding,True,True,ENSG00000196312,MFSD14C,protein_coding,False,True,ENSMUSG00000089911,Mfsd14a,protein_coding,True,False
FBgn0034803,CG9849,protein_coding,True,True,ENSG00000135617,PRADC1,protein_coding,True,False,ENSMUSG00000030008,Pradc1,protein_coding,True,False
FBgn0032378,CycY,protein_coding,True,True,ENSG00000163249,CCNYL1,protein_coding,False,True,"ENSMUSG00000024286,ENSMUSG00000070871","Ccny,Ccnyl1","protein_coding,protein_coding","False,True","True,False"
FBgn0003545,sub,protein_coding,False,True,"ENSG00000138182,ENSG00000112984","KIF20B,KIF20A","protein_coding,protein_coding","False,False","True,True","ENSMUSG00000024795,ENSMUSG00000003779","Kif20b,Kif20a","protein_coding,protein_coding","True,True","True,False"
FBgn0001624,dlg1,protein_coding,True,True,ENSG00000150672,DLG2,protein_coding,False,True,ENSMUSG00000052572,Dlg2,protein_coding,True,False
FBgn0015790,Rab11,protein_coding,True,True,ENSG00000103769,RAB11A,protein_coding,True,False,ENSMUSG00000077450,Rab11b,protein_coding,False,True
FBgn0036254,CG5645,protein_coding,True,True,ENSG00000129347,KRI1,protein_coding,True,False,ENSMUSG00000035047,Kri1,protein_coding,True,True
FBgn0028734,Fmr1,protein_coding,True,True,ENSG00000129245,FXR2,protein_coding,False,True,ENSMUSG00000027680,Fxr1,protein_coding,True,False
FBgn0034065,Rrp42,protein_coding,True,True,ENSG00000075914,EXOSC7,protein_coding,False,True,ENSMUSG00000025785,Exosc7,protein_coding,False,True
FBgn0033371,CNT1,protein_coding,True,True,ENSG00000137860,SLC28A2,protein_coding,False,True,ENSMUSG00000021553,Slc28a3,protein_coding,True,False
FBgn0033155,Br140,protein_coding,True,True,"ENSG00000100425,ENSG00000156983","BRD1,BRPF1","protein_coding,protein_coding","False,False","True,True",ENSMUSG00000022387,Brd1,protein_coding,False,True
FBgn0039698,CG7789,protein_coding,True,False,ENSG00000162813,BPNT1,protein_coding,True,False,ENSMUSG00000026617,Bpnt1,protein_coding,False,True
FBgn0039767,CG2218,protein_coding,True,True,ENSG00000185019,UBOX5,protein_coding,False,True,ENSMUSG00000027300,Ubox5,protein_coding,True,True
FBgn0033549,mms4,protein_coding,True,True,ENSG00000154920,EME1,protein_coding,False,True,ENSMUSG00000039055,Eme1,protein_coding,True,True
FBgn0039726,eIF2Balpha,protein_coding,True,True,ENSG00000111361,EIF2B1,protein_coding,False,True,ENSMUSG00000029388,Eif2b1,protein_coding,True,True
FBgn0000212,brm,protein_coding,True,True,ENSG00000080503,SMARCA2,protein_coding,False,True,"ENSMUSG00000024921,ENSMUSG00000032187","Smarca2,Smarca4","protein_coding,protein_coding","True,True","False,True"
FBgn0015544,spag,protein_coding,True,True,ENSG00000005175,RPAP3,protein_coding,False,True,ENSMUSG00000022466,Rpap3,protein_coding,False,True
FBgn0030200,RabX2,protein_coding,True,True,ENSG00000174903,RAB1B,protein_coding,False,True,ENSMUSG00000024870,Rab1b,protein_coding,True,False
FBgn0067052,Rab9D,protein_coding,True,True,ENSG00000174903,RAB1B,protein_coding,False,True,ENSMUSG00000024870,Rab1b,protein_coding,True,False
FBgn0052673,Rab9E,protein_coding,True,True,ENSG00000174903,RAB1B,protein_coding,False,True,ENSMUSG00000024870,Rab1b,protein_coding,True,False
FBgn0030221,Rab9Db,protein_coding,True,True,ENSG00000174903,RAB1B,protein_coding,False,True,ENSMUSG00000024870,Rab1b,protein_coding,True,False
FBgn0052670,Rab9Fb,protein_coding,True,True,ENSG00000174903,RAB1B,protein_coding,False,True,ENSMUSG00000024870,Rab1b,protein_coding,True,False
FBgn0052671,Rab9Fa,protein_coding,True,True,ENSG00000174903,RAB1B,protein_coding,False,True,ENSMUSG00000024870,Rab1b,protein_coding,True,False
FBgn0285937,Rab1,protein_coding,True,True,ENSG00000174903,RAB1B,protein_coding,False,True,ENSMUSG00000024870,Rab1b,protein_coding,True,False
FBgn0031099,CG17065,protein_coding,True,True,ENSG00000162066,AMDHD2,protein_coding,True,False,ENSMUSG00000036820,Amdhd2,protein_coding,True,False
FBgn0086908,egg,protein_coding,True,True,ENSG00000143379,SETDB1,protein_coding,False,True,ENSMUSG00000015697,Setdb1,protein_coding,False,True
FBgn0015949,hrg,protein_coding,True,True,ENSG00000115421,PAPOLG,protein_coding,False,True,"ENSMUSG00000020273,ENSMUSG00000074817","Papolg,Papolb","protein_coding,protein_coding","False,True","True,False"
FBgn0263199,Galk,protein_coding,True,True,ENSG00000156958,GALK2,protein_coding,False,True,ENSMUSG00000027207,Galk2,protein_coding,True,False
FBgn0019890,Smg5,protein_coding,True,True,ENSG00000198952,SMG5,protein_coding,False,True,ENSMUSG00000001415,Smg5,protein_coding,True,False
FBgn0262115,CG17683,protein_coding,True,True,ENSG00000103245,CIAO3,protein_coding,False,True,ENSMUSG00000002280,Narfl,protein_coding,True,False
FBgn0033766,Nup188,protein_coding,True,True,ENSG00000095319,NUP188,protein_coding,False,True,ENSMUSG00000052533,Nup188,protein_coding,True,False
FBgn0030753,rngo,protein_coding,True,True,ENSG00000197312,DDI2,protein_coding,False,True,ENSMUSG00000078515,Ddi2,protein_coding,False,True
FBgn0036336,ste14,protein_coding,True,True,ENSG00000116237,ICMT,protein_coding,False,True,ENSMUSG00000039662,Icmt,protein_coding,True,True
FBgn0086674,Tango13,protein_coding,True,True,ENSG00000169902,TPST1,protein_coding,True,True,ENSMUSG00000034118,Tpst1,protein_coding,True,False
FBgn0026374,Rhp,protein_coding,True,True,ENSG00000158106,RHPN1,protein_coding,False,True,ENSMUSG00000022580,Rhpn1,protein_coding,True,False
FBgn0015075,Ddx1,protein_coding,True,True,ENSG00000079785,DDX1,protein_coding,False,True,ENSMUSG00000037149,Ddx1,protein_coding,True,False
FBgn0037312,CG11999,protein_coding,True,True,ENSG00000128228,SDF2L1,protein_coding,True,False,ENSMUSG00000022769,Sdf2l1,protein_coding,True,True
FBgn0036848,CG10424,protein_coding,True,True,ENSG00000213995,NAXD,protein_coding,True,False,ENSMUSG00000031505,Naxd,protein_coding,True,False
FBgn0032042,CG13398,protein_coding,True,True,ENSG00000166225,FRS2,protein_coding,False,True,ENSMUSG00000020170,Frs2,protein_coding,False,True
FBgn0026079,Nsun2,protein_coding,True,True,ENSG00000037474,NSUN2,protein_coding,False,True,ENSMUSG00000021595,Nsun2,protein_coding,True,False
FBgn0032251,Nse4,protein_coding,True,True,ENSG00000255150,EID3,protein_coding,False,True,ENSMUSG00000040331,Nsmce4a,protein_coding,False,True
FBgn0031287,CG4291,protein_coding,True,True,ENSG00000120688,WBP4,protein_coding,False,True,ENSMUSG00000022023,Wbp4,protein_coding,True,True
FBgn0243511,psidin,protein_coding,True,True,ENSG00000111300,NAA25,protein_coding,False,True,ENSMUSG00000042719,Naa25,protein_coding,True,False
FBgn0032723,ssp3,protein_coding,True,True,ENSG00000140386,SCAPER,protein_coding,False,True,ENSMUSG00000034007,Scaper,protein_coding,True,False
FBgn0003450,snk,protein_coding,False,True,ENSG00000186452,TMPRSS12,protein_coding,False,True,ENSMUSG00000045631,Tmprss12,protein_coding,False,True
FBgn0261119,Prp19,protein_coding,True,True,ENSG00000110107,PRPF19,protein_coding,False,True,ENSMUSG00000024735,Prpf19,protein_coding,False,True
FBgn0283658,muc,protein_coding,True,True,ENSG00000150768,DLAT,protein_coding,False,True,ENSMUSG00000000168,Dlat,protein_coding,True,False
FBgn0051961,TBCC,protein_coding,True,True,ENSG00000124659,TBCC,protein_coding,False,True,ENSMUSG00000036430,Tbcc,protein_coding,True,False
FBgn0035526,CG1316,protein_coding,True,True,ENSG00000155636,RBM45,protein_coding,False,True,ENSMUSG00000042369,Rbm45,protein_coding,False,True
FBgn0014075,Uggt,protein_coding,True,True,ENSG00000136731,UGGT1,protein_coding,False,True,ENSMUSG00000042104,Uggt2,protein_coding,True,True
FBgn0263697,Uba3,protein_coding,True,True,ENSG00000144744,UBA3,protein_coding,False,True,ENSMUSG00000030061,Uba3,protein_coding,False,True
FBgn0023083,fray,protein_coding,True,True,ENSG00000172939,OXSR1,protein_coding,False,True,ENSMUSG00000027030,Stk39,protein_coding,True,False
FBgn0027507,CG1344,protein_coding,True,True,ENSG00000000457,SCYL3,protein_coding,True,True,ENSMUSG00000026584,Scyl3,protein_coding,True,True
FBgn0034214,CG6550,protein_coding,True,True,ENSG00000145996,CDKAL1,protein_coding,False,True,ENSMUSG00000006191,Cdkal1,protein_coding,True,False
FBgn0034566,CG9313,protein_coding,True,True,ENSG00000122735,DNAI1,protein_coding,False,True,ENSMUSG00000061322,Dnaic1,protein_coding,True,False
FBgn0035825,CG8111,protein_coding,True,True,ENSG00000170876,TMEM43,protein_coding,False,True,ENSMUSG00000030095,Tmem43,protein_coding,False,True
FBgn0032524,Hacd2,protein_coding,True,True,ENSG00000074696,HACD3,protein_coding,False,True,ENSMUSG00000033629,Hacd3,protein_coding,False,True
FBgn0035724,CG10064,protein_coding,True,True,ENSG00000166596,CFAP52,protein_coding,True,True,ENSMUSG00000020904,Cfap52,protein_coding,True,False
FBgn0038763,PIG-L,protein_coding,True,True,ENSG00000108474,PIGL,protein_coding,False,True,ENSMUSG00000014245,Pigl,protein_coding,True,False
FBgn0031191,Cp110,protein_coding,True,True,ENSG00000103540,CCP110,protein_coding,True,True,ENSMUSG00000033904,Ccp110,protein_coding,True,True
FBgn0032051,CG13097,protein_coding,True,True,ENSG00000124383,MPHOSPH10,protein_coding,False,True,ENSMUSG00000030521,Mphosph10,protein_coding,False,True
FBgn0005585,Calr,protein_coding,True,True,ENSG00000179218,CALR,protein_coding,False,True,ENSMUSG00000003814,Calr,protein_coding,True,False
FBgn0031773,Fbw5,protein_coding,True,True,ENSG00000159069,FBXW5,protein_coding,True,False,ENSMUSG00000015095,Fbxw5,protein_coding,True,False
FBgn0086784,stmA,protein_coding,True,True,"ENSG00000132294,ENSG00000084710","EFR3A,EFR3B","protein_coding,protein_coding","False,False","True,True",ENSMUSG00000020658,Efr3b,protein_coding,False,True
FBgn0039773,CG2224,protein_coding,True,True,ENSG00000138134,STAMBPL1,protein_coding,False,True,ENSMUSG00000006906,Stambp,protein_coding,True,True
FBgn0035591,CG4611,protein_coding,True,True,ENSG00000106246,PTCD1,protein_coding,False,True,ENSMUSG00000029624,Ptcd1,protein_coding,True,True
FBgn0002466,sti,protein_coding,True,True,ENSG00000122966,CIT,protein_coding,False,True,ENSMUSG00000029516,Cit,protein_coding,True,False
FBgn0284220,Top2,protein_coding,True,True,"ENSG00000077097,ENSG00000131747","TOP2B,TOP2A","protein_coding,protein_coding","False,False","True,True",ENSMUSG00000020914,Top2a,protein_coding,True,False
FBgn0034786,CG13531,protein_coding,True,True,ENSG00000104133,SPG11,protein_coding,False,True,ENSMUSG00000033396,Spg11,protein_coding,False,True
FBgn0029870,Marf,protein_coding,True,True,ENSG00000171109,MFN1,protein_coding,False,True,ENSMUSG00000029020,Mfn2,protein_coding,True,False
FBgn0011596,fzo,protein_coding,True,True,ENSG00000171109,MFN1,protein_coding,False,True,ENSMUSG00000029020,Mfn2,protein_coding,True,False
FBgn0027885,Aac11,protein_coding,True,True,ENSG00000166181,API5,protein_coding,False,True,ENSMUSG00000027193,Api5,protein_coding,False,True
FBgn0039829,CG15561,protein_coding,True,True,ENSG00000160818,GPATCH4,protein_coding,False,True,ENSMUSG00000028069,Gpatch4,protein_coding,False,True
FBgn0000146,aub,protein_coding,True,True,ENSG00000197181,PIWIL2,protein_coding,False,True,"ENSMUSG00000033644,ENSMUSG00000029423","Piwil2,Piwil1","protein_coding,protein_coding","True,True","True,True"
FBgn0004872,piwi,protein_coding,True,True,ENSG00000197181,PIWIL2,protein_coding,False,True,"ENSMUSG00000033644,ENSMUSG00000029423","Piwil2,Piwil1","protein_coding,protein_coding","True,True","True,True"
FBgn0250816,AGO3,protein_coding,True,True,ENSG00000197181,PIWIL2,protein_coding,False,True,"ENSMUSG00000033644,ENSMUSG00000029423","Piwil2,Piwil1","protein_coding,protein_coding","True,True","True,True"
FBgn0033816,CG4679,protein_coding,True,True,ENSG00000132300,PTCD3,protein_coding,False,True,ENSMUSG00000063884,Ptcd3,protein_coding,False,True
FBgn0030411,CG2540,protein_coding,True,True,ENSG00000143942,CHAC2,protein_coding,False,True,ENSMUSG00000020309,Chac2,protein_coding,True,True
FBgn0260945,Atg1,protein_coding,True,True,ENSG00000177169,ULK1,protein_coding,False,True,ENSMUSG00000004798,Ulk2,protein_coding,True,False
FBgn0036784,CG5103,protein_coding,True,True,ENSG00000151005,TKTL2,protein_coding,False,True,"ENSMUSG00000025519,ENSMUSG00000021957","Tktl2,Tkt","protein_coding,protein_coding","True,False","False,True"
FBgn0037607,CG8036,protein_coding,True,True,ENSG00000151005,TKTL2,protein_coding,False,True,"ENSMUSG00000025519,ENSMUSG00000021957","Tktl2,Tkt","protein_coding,protein_coding","True,False","False,True"
FBgn0033686,Hen1,protein_coding,True,True,ENSG00000162639,HENMT1,protein_coding,False,True,ENSMUSG00000045662,Henmt1,protein_coding,True,True
FBgn0024291,Sirt1,protein_coding,True,True,ENSG00000096717,SIRT1,protein_coding,False,True,ENSMUSG00000020063,Sirt1,protein_coding,False,True
FBgn0033995,GPHR,protein_coding,True,True,ENSG00000117262,GPR89A,protein_coding,False,True,ENSMUSG00000028096,Gpr89,protein_coding,True,False
FBgn0051320,HEATR2,protein_coding,True,True,ENSG00000164818,DNAAF5,protein_coding,False,True,ENSMUSG00000025857,Dnaaf5,protein_coding,True,False
FBgn0033921,tej,protein_coding,True,True,ENSG00000162782,TDRD5,protein_coding,False,True,ENSMUSG00000060985,Tdrd5,protein_coding,True,True
FBgn0026080,Tip60,protein_coding,True,True,ENSG00000172977,KAT5,protein_coding,False,True,ENSMUSG00000024926,Kat5,protein_coding,True,True
FBgn0024542,Neos,protein_coding,True,True,ENSG00000124160,NCOA5,protein_coding,False,True,ENSMUSG00000039804,Ncoa5,protein_coding,True,False
FBgn0064126,CG33722,protein_coding,True,True,ENSG00000169696,ASPSCR1,protein_coding,False,True,ENSMUSG00000025142,Aspscr1,protein_coding,True,False
FBgn0025635,CG17829,protein_coding,True,True,ENSG00000172273,HINFP,protein_coding,False,True,ENSMUSG00000032119,Hinfp,protein_coding,False,True
FBgn0004832,Xpac,protein_coding,True,True,ENSG00000136936,XPA,protein_coding,False,True,ENSMUSG00000028329,Xpa,protein_coding,True,True
FBgn0038332,CG6136,protein_coding,True,True,ENSG00000119929,CUTC,protein_coding,True,True,ENSMUSG00000025193,Cutc,protein_coding,True,False
FBgn0061469,Ube3a,protein_coding,True,True,ENSG00000165338,HECTD2,protein_coding,False,True,ENSMUSG00000041180,Hectd2,protein_coding,True,False
FBgn0037220,CG14641,protein_coding,True,True,ENSG00000086589,RBM22,protein_coding,True,True,ENSMUSG00000024604,Rbm22,protein_coding,False,True
FBgn0033856,CG13334,protein_coding,True,True,"ENSG00000166800,ENSG00000171989","LDHAL6A,LDHAL6B","protein_coding,protein_coding","False,False","True,True","ENSMUSG00000030246,ENSMUSG00000063229","Ldhb,Ldha","protein_coding,protein_coding","False,True","True,False"
FBgn0001258,Ldh,protein_coding,True,True,"ENSG00000166800,ENSG00000171989","LDHAL6A,LDHAL6B","protein_coding,protein_coding","False,False","True,True","ENSMUSG00000030246,ENSMUSG00000063229","Ldhb,Ldha","protein_coding,protein_coding","False,True","True,False"
FBgn0036372,Abp1,protein_coding,True,True,ENSG00000136279,DBNL,protein_coding,True,False,ENSMUSG00000020476,Dbnl,protein_coding,False,True
FBgn0050291,CG30291,protein_coding,True,True,ENSG00000108465,CDK5RAP3,protein_coding,False,True,ENSMUSG00000018669,Cdk5rap3,protein_coding,True,False
FBgn0037046,CG10581,protein_coding,True,True,ENSG00000135778,NTPCR,protein_coding,False,True,ENSMUSG00000031851,Ntpcr,protein_coding,True,False
FBgn0266670,Sec5,protein_coding,True,True,ENSG00000112685,EXOC2,protein_coding,False,True,ENSMUSG00000021357,Exoc2,protein_coding,True,False
FBgn0041094,scyl,protein_coding,True,True,ENSG00000145358,DDIT4L,protein_coding,False,True,ENSMUSG00000046818,Ddit4l,protein_coding,True,False
FBgn0036165,chrb,protein_coding,True,True,ENSG00000145358,DDIT4L,protein_coding,False,True,ENSMUSG00000046818,Ddit4l,protein_coding,True,False
FBgn0261112,APP-BP1,protein_coding,True,True,ENSG00000159593,NAE1,protein_coding,False,True,ENSMUSG00000031878,Nae1,protein_coding,False,True
FBgn0035766,eco,protein_coding,True,True,ENSG00000171320,ESCO2,protein_coding,False,True,ENSMUSG00000024293,Esco1,protein_coding,False,True
FBgn0029512,Aos1,protein_coding,True,True,ENSG00000142230,SAE1,protein_coding,True,False,ENSMUSG00000052833,Sae1,protein_coding,True,True
FBgn0035154,hiro,protein_coding,True,False,ENSG00000121064,SCPEP1,protein_coding,False,True,ENSMUSG00000000278,Scpep1,protein_coding,False,True
FBgn0052857,CG32857,protein_coding,True,True,ENSG00000169599,NFU1,protein_coding,False,True,ENSMUSG00000029993,Nfu1,protein_coding,True,False
FBgn0053502,CG33502,protein_coding,True,True,ENSG00000169599,NFU1,protein_coding,False,True,ENSMUSG00000029993,Nfu1,protein_coding,True,False
FBgn0086757,cbs,protein_coding,True,True,ENSG00000136935,GOLGA1,protein_coding,False,True,ENSMUSG00000026754,Golga1,protein_coding,True,True
FBgn0035900,ZC3H3,protein_coding,True,True,ENSG00000014164,ZC3H3,protein_coding,False,True,ENSMUSG00000075600,Zc3h3,protein_coding,True,False
FBgn0034452,Oseg6,protein_coding,True,False,ENSG00000157796,WDR19,protein_coding,False,True,ENSMUSG00000037890,Wdr19,protein_coding,True,False
FBgn0266268,FeCH,protein_coding,True,True,ENSG00000066926,FECH,protein_coding,False,True,ENSMUSG00000024588,Fech,protein_coding,False,True
FBgn0030724,Nipsnap,protein_coding,True,True,ENSG00000146729,NIPSNAP2,protein_coding,False,True,ENSMUSG00000029432,Nipsnap2,protein_coding,False,True
FBgn0036356,CG10222,protein_coding,True,False,ENSG00000142751,GPN2,protein_coding,False,True,ENSMUSG00000028848,Gpn2,protein_coding,True,True
FBgn0038360,CG9590,protein_coding,True,True,ENSG00000055147,FAM114A2,protein_coding,False,True,ENSMUSG00000020523,Fam114a2,protein_coding,False,True
FBgn0029121,Sras,protein_coding,True,True,ENSG00000173653,RCE1,protein_coding,False,True,ENSMUSG00000024889,Rce1,protein_coding,False,True
FBgn0265102,Oseg1,protein_coding,True,True,ENSG00000163913,IFT122,protein_coding,True,False,ENSMUSG00000030323,Ift122,protein_coding,True,False
FBgn0020930,Dgkepsilon,protein_coding,True,True,ENSG00000153933,DGKE,protein_coding,False,True,ENSMUSG00000000276,Dgke,protein_coding,False,True
FBgn0061361,CG33786,protein_coding,True,True,ENSG00000196449,YRDC,protein_coding,False,True,ENSMUSG00000028889,Yrdc,protein_coding,False,True
FBgn0062411,Ctr1C,protein_coding,True,True,ENSG00000136868,SLC31A1,protein_coding,False,True,ENSMUSG00000066150,Slc31a1,protein_coding,False,True
FBgn0062413,Ctr1A,protein_coding,True,True,ENSG00000136868,SLC31A1,protein_coding,False,True,ENSMUSG00000066150,Slc31a1,protein_coding,False,True
FBgn0025807,Rad9,protein_coding,True,False,ENSG00000151164,RAD9B,protein_coding,False,True,ENSMUSG00000038569,Rad9b,protein_coding,True,True
FBgn0017551,Rca1,protein_coding,True,True,ENSG00000156509,FBXO43,protein_coding,False,True,ENSMUSG00000048230,Fbxo43,protein_coding,False,True
FBgn0035640,mad2,protein_coding,True,True,ENSG00000164109,MAD2L1,protein_coding,False,True,ENSMUSG00000029910,Mad2l1,protein_coding,False,True
FBgn0040087,p115,protein_coding,True,True,ENSG00000138768,USO1,protein_coding,False,True,ENSMUSG00000029407,Uso1,protein_coding,False,True
FBgn0032769,CG10750,protein_coding,True,True,ENSG00000161973,CCDC42,protein_coding,True,False,ENSMUSG00000045915,Ccdc42,protein_coding,True,False
FBgn0032768,CG17564,protein_coding,True,True,ENSG00000161973,CCDC42,protein_coding,True,False,ENSMUSG00000045915,Ccdc42,protein_coding,True,False
FBgn0033485,RpLP0-like,protein_coding,True,True,ENSG00000053372,MRTO4,protein_coding,True,False,ENSMUSG00000028741,Mrto4,protein_coding,True,False
FBgn0037363,Atg17,protein_coding,True,True,ENSG00000023287,RB1CC1,protein_coding,False,True,ENSMUSG00000025907,Rb1cc1,protein_coding,True,False
FBgn0086446,DCTN6-p27,protein_coding,True,True,ENSG00000104671,DCTN6,protein_coding,False,True,ENSMUSG00000031516,Dctn6,protein_coding,True,False
FBgn0015351,CG14906,protein_coding,True,True,ENSG00000101574,METTL4,protein_coding,False,True,ENSMUSG00000055660,Mettl4,protein_coding,True,False
FBgn0039543,CG12428,protein_coding,True,True,ENSG00000005469,CROT,protein_coding,False,True,ENSMUSG00000003623,Crot,protein_coding,False,True
FBgn0030768,CG9723,protein_coding,True,True,ENSG00000166881,NEMP1,protein_coding,False,True,ENSMUSG00000040195,Nemp1,protein_coding,True,False
FBgn0035889,mkg-p,protein_coding,True,True,ENSG00000149016,TUT1,protein_coding,True,False,ENSMUSG00000071645,Tut1,protein_coding,True,False
FBgn0278608,Dsp1,protein_coding,True,True,ENSG00000164104,HMGB2,protein_coding,False,True,ENSMUSG00000054717,Hmgb2,protein_coding,False,True
FBgn0004838,Hrb27C,protein_coding,True,True,ENSG00000071626,DAZAP1,protein_coding,True,True,ENSMUSG00000069565,Dazap1,protein_coding,True,False
FBgn0033402,Myd88,protein_coding,True,False,ENSG00000172936,MYD88,protein_coding,False,True,ENSMUSG00000032508,Myd88,protein_coding,False,True
FBgn0033528,trsn,protein_coding,True,True,ENSG00000211460,TSN,protein_coding,False,True,ENSMUSG00000026374,Tsn,protein_coding,False,True
FBgn0259481,Mob2,protein_coding,True,False,ENSG00000182208,MOB2,protein_coding,False,True,ENSMUSG00000025147,Mob2,protein_coding,False,True
FBgn0261385,scra,protein_coding,True,True,ENSG00000011426,ANLN,protein_coding,False,True,ENSMUSG00000036777,Anln,protein_coding,False,True
FBgn0031764,CG9107,protein_coding,True,True,ENSG00000189306,RRP7A,protein_coding,False,True,ENSMUSG00000018040,Rrp7a,protein_coding,True,True
FBgn0030082,HP1b,protein_coding,True,True,ENSG00000108468,CBX1,protein_coding,False,True,ENSMUSG00000018666,Cbx1,protein_coding,False,True
FBgn0003607,Su(var)205,protein_coding,True,True,ENSG00000108468,CBX1,protein_coding,False,True,ENSMUSG00000018666,Cbx1,protein_coding,False,True
FBgn0039019,HP1c,protein_coding,True,True,ENSG00000108468,CBX1,protein_coding,False,True,ENSMUSG00000018666,Cbx1,protein_coding,False,True
FBgn0037024,tzn,protein_coding,True,True,ENSG00000063854,HAGH,protein_coding,True,False,ENSMUSG00000024158,Hagh,protein_coding,True,False
FBgn0037255,Fip1,protein_coding,True,True,ENSG00000145216,FIP1L1,protein_coding,False,True,ENSMUSG00000029227,Fip1l1,protein_coding,False,True
FBgn0027866,CG9776,protein_coding,True,True,ENSG00000171467,ZNF318,protein_coding,False,True,ENSMUSG00000015597,Zfp318,protein_coding,True,True
FBgn0037109,MED1,protein_coding,True,True,ENSG00000125686,MED1,protein_coding,False,True,ENSMUSG00000018160,Med1,protein_coding,True,False
FBgn0022986,qkr58E-1,protein_coding,True,True,ENSG00000121774,KHDRBS1,protein_coding,False,True,ENSMUSG00000028790,Khdrbs1,protein_coding,False,True
FBgn0022987,qkr54B,protein_coding,True,False,ENSG00000121774,KHDRBS1,protein_coding,False,True,ENSMUSG00000028790,Khdrbs1,protein_coding,False,True
FBgn0030874,Spt7,protein_coding,True,True,ENSG00000119760,SUPT7L,protein_coding,False,True,ENSMUSG00000053134,Supt7l,protein_coding,False,True
FBgn0000370,crc,protein_coding,True,True,ENSG00000128272,ATF4,protein_coding,False,True,ENSMUSG00000042406,Atf4,protein_coding,False,True
FBgn0036052,CG10809,protein_coding,True,True,ENSG00000100124,ANKRD54,protein_coding,False,True,ENSMUSG00000033055,Ankrd54,protein_coding,True,True
FBgn0029911,CG14435,protein_coding,False,True,ENSG00000180233,ZNRF2,protein_coding,True,True,ENSMUSG00000058446,Znrf2,protein_coding,True,True
FBgn0032345,CG14921,protein_coding,True,True,ENSG00000256061,DNAAF4,protein_coding,False,True,ENSMUSG00000092192,Dnaaf4,protein_coding,True,True
