,layer,id-i,id-j,gene-i,gene-j,weight-ij,other-layer,id-ortho-i,id-ortho-j,gene-ortho-i,gene-ortho-j,ortho-weight-ij
178,HS,ENSG00000086062,ENSG00000104755,B4GALT1,ADAM2,0.908,MM,ENSMUSG00000028413,ENSMUSG00000022039,B4galt1,Adam2,0.911
179,HS,ENSG00000086062,ENSG00000135404,B4GALT1,CD63,0.902,MM,ENSMUSG00000028413,ENSMUSG00000025351,B4galt1,Cd63,0.902
180,HS,ENSG00000086062,ENSG00000135404,B4GALT1,CD63,0.902,DM,FBgn0027538,FBgn0032943,beta4GalNAcTA,Tsp39D,0.9
181,HS,ENSG00000086062,ENSG00000101558,B4GALT1,VAPA,0.9,MM,ENSMUSG00000028413,ENSMUSG00000024091,B4galt1,Vapa,0.9
182,HS,ENSG00000086062,ENSG00000101558,B4GALT1,VAPA,0.9,DM,FBgn0027538,FBgn0029687,beta4GalNAcTA,Vap33,0.9
183,HS,ENSG00000086062,ENSG00000171298,B4GALT1,GAA,0.91,MM,ENSMUSG00000028413,ENSMUSG00000025579,B4galt1,Gaa,0.902
184,HS,ENSG00000086062,ENSG00000170266,B4GALT1,GLB1,0.926,MM,ENSMUSG00000028413,ENSMUSG00000045594,B4galt1,Glb1,0.919
185,HS,ENSG00000086062,ENSG00000170266,B4GALT1,GLB1,0.926,MM,ENSMUSG00000028541,ENSMUSG00000045594,B4galt2,Glb1,0.91
186,HS,ENSG00000086062,ENSG00000185896,B4GALT1,LAMP1,0.901,MM,ENSMUSG00000028413,ENSMUSG00000031447,B4galt1,Lamp1,0.9
187,HS,ENSG00000086062,ENSG00000185896,B4GALT1,LAMP1,0.901,DM,FBgn0027538,FBgn0032949,beta4GalNAcTA,Lamp1,0.9
188,HS,ENSG00000086062,ENSG00000033170,B4GALT1,FUT8,0.961,MM,ENSMUSG00000028413,ENSMUSG00000021065,B4galt1,Fut8,0.959
189,HS,ENSG00000086062,ENSG00000033170,B4GALT1,FUT8,0.961,MM,ENSMUSG00000028541,ENSMUSG00000021065,B4galt2,Fut8,0.939
190,HS,ENSG00000086062,ENSG00000033170,B4GALT1,FUT8,0.961,MM,ENSMUSG00000052423,ENSMUSG00000021065,B4galt3,Fut8,0.935
191,HS,ENSG00000086062,ENSG00000033170,B4GALT1,FUT8,0.961,DM,FBgn0027538,FBgn0030327,beta4GalNAcTA,FucT6,0.679
192,HS,ENSG00000086062,ENSG00000085465,B4GALT1,OVGP1,0.9,MM,ENSMUSG00000028413,ENSMUSG00000074340,B4galt1,Ovgp1,0.907
193,HS,ENSG00000086062,ENSG00000148248,B4GALT1,SURF4,0.902,MM,ENSMUSG00000028413,ENSMUSG00000014867,B4galt1,Surf4,0.902
194,HS,ENSG00000086062,ENSG00000148248,B4GALT1,SURF4,0.902,DM,FBgn0027538,FBgn0019925,beta4GalNAcTA,Surf4,0.9
195,HS,ENSG00000086062,ENSG00000100284,B4GALT1,TOM1,0.9,DM,FBgn0027538,FBgn0035995,beta4GalNAcTA,CG3529,0.9
196,HS,ENSG00000086062,ENSG00000008394,B4GALT1,MGST1,0.902,MM,ENSMUSG00000028413,ENSMUSG00000008540,B4galt1,Mgst1,0.903
197,HS,ENSG00000086062,ENSG00000008394,B4GALT1,MGST1,0.902,DM,FBgn0027538,FBgn0025814,beta4GalNAcTA,Mgstl,0.9
198,HS,ENSG00000086062,ENSG00000005893,B4GALT1,LAMP2,0.905,MM,ENSMUSG00000028413,ENSMUSG00000016534,B4galt1,Lamp2,0.904
199,HS,ENSG00000204463,ENSG00000160190,BAG6,SLC37A1,0.809,MM,ENSMUSG00000024392,ENSMUSG00000032122,Bag6,Slc37a2,0.627
200,HS,ENSG00000204463,ENSG00000160190,BAG6,SLC37A1,0.809,MM,ENSMUSG00000024392,ENSMUSG00000024036,Bag6,Slc37a1,0.629
201,HS,ENSG00000204463,ENSG00000160190,BAG6,SLC37A1,0.809,DM,FBgn0035793,FBgn0034611,CG7546,MFS16,0.525
202,HS,ENSG00000204463,ENSG00000070423,BAG6,AC004156.1,0.969,MM,ENSMUSG00000024392,ENSMUSG00000028098,Bag6,Rnf115,0.686
203,HS,ENSG00000204463,ENSG00000070423,BAG6,AC004156.1,0.969,MM,ENSMUSG00000024392,ENSMUSG00000035890,Bag6,Rnf126,0.86
204,HS,ENSG00000204463,ENSG00000070423,BAG6,AC004156.1,0.969,DM,FBgn0035793,FBgn0037653,CG7546,CG11982,0.763
205,HS,ENSG00000204463,ENSG00000101474,BAG6,APMAP,0.561,MM,ENSMUSG00000024392,ENSMUSG00000033096,Bag6,Apmap,0.508
206,HS,ENSG00000204463,ENSG00000239857,BAG6,GET4,0.998,MM,ENSMUSG00000024392,ENSMUSG00000025858,Bag6,Get4,0.956
207,HS,ENSG00000204463,ENSG00000239857,BAG6,GET4,0.998,DM,FBgn0035793,FBgn0086605,CG7546,CG9853,0.89
208,HS,ENSG00000185825,ENSG00000122873,BCAP31,CISD1,0.883,MM,ENSMUSG00000002015,ENSMUSG00000028165,Bcap31,Cisd2,0.628
209,HS,ENSG00000185825,ENSG00000122873,BCAP31,CISD1,0.883,MM,ENSMUSG00000002015,ENSMUSG00000037710,Bcap31,Cisd1,0.743
210,HS,ENSG00000185825,ENSG00000122873,BCAP31,CISD1,0.883,DM,FBgn0035165,FBgn0062442,CG13887,Cisd2,0.754
211,HS,ENSG00000185825,ENSG00000167085,BCAP31,PHB,0.899,MM,ENSMUSG00000002015,ENSMUSG00000038845,Bcap31,Phb,0.775
212,HS,ENSG00000185825,ENSG00000167085,BCAP31,PHB,0.899,DM,FBgn0035165,FBgn0002031,CG13887,l(2)37Cc,0.834
213,HS,ENSG00000185825,ENSG00000087470,BCAP31,DNM1L,0.945,MM,ENSMUSG00000002015,ENSMUSG00000022789,Bcap31,Dnm1l,0.946
214,HS,ENSG00000185825,ENSG00000087470,BCAP31,DNM1L,0.945,DM,FBgn0035165,FBgn0026479,CG13887,Drp1,0.938
215,HS,ENSG00000185825,ENSG00000179364,BCAP31,PACS2,0.78,MM,ENSMUSG00000002015,ENSMUSG00000021143,Bcap31,Pacs2,0.808
216,HS,ENSG00000185825,ENSG00000179364,BCAP31,PACS2,0.78,DM,FBgn0035165,FBgn0020647,CG13887,KrT95D,0.846
217,HS,ENSG00000185825,ENSG00000157916,BCAP31,RER1,0.955,MM,ENSMUSG00000002015,ENSMUSG00000029048,Bcap31,Rer1,0.911
218,HS,ENSG00000185825,ENSG00000157916,BCAP31,RER1,0.955,DM,FBgn0035165,FBgn0039303,CG13887,CG11857,0.94
219,HS,ENSG00000152430,ENSG00000164287,BOLL,CDC20B,0.87,MM,ENSMUSG00000025977,ENSMUSG00000078926,Boll,Cdc20b,0.686
220,HS,ENSG00000152430,ENSG00000214575,BOLL,CPEB1,0.912,MM,ENSMUSG00000025977,ENSMUSG00000025586,Boll,Cpeb1,0.915
221,HS,ENSG00000152430,ENSG00000214575,BOLL,CPEB1,0.912,DM,FBgn0011206,FBgn0004882,bol,orb,0.973
222,HS,ENSG00000152430,ENSG00000167858,BOLL,TEKT1,0.619,MM,ENSMUSG00000025977,ENSMUSG00000020799,Boll,Tekt1,0.585
223,HS,ENSG00000152430,ENSG00000167858,BOLL,TEKT1,0.619,DM,FBgn0011206,FBgn0035638,bol,Tektin-C,0.545
224,HS,ENSG00000139618,ENSG00000108384,BRCA2,RAD51C,0.996,MM,ENSMUSG00000041147,ENSMUSG00000007646,Brca2,Rad51c,0.995
225,HS,ENSG00000139618,ENSG00000083093,BRCA2,PALB2,0.999,MM,ENSMUSG00000041147,ENSMUSG00000044702,Brca2,Palb2,0.999
226,HS,ENSG00000139618,ENSG00000144554,BRCA2,FANCD2,0.997,MM,ENSMUSG00000041147,ENSMUSG00000034023,Brca2,Fancd2,0.995
227,HS,ENSG00000139618,ENSG00000144554,BRCA2,FANCD2,0.997,DM,FBgn0050169,FBgn0038827,Brca2,Fancd2,0.976
228,HS,ENSG00000139618,ENSG00000051180,BRCA2,RAD51,0.999,MM,ENSMUSG00000041147,ENSMUSG00000027323,Brca2,Rad51,0.999
229,HS,ENSG00000139618,ENSG00000051180,BRCA2,RAD51,0.999,DM,FBgn0050169,FBgn0003479,Brca2,spn-A,0.998
230,HS,ENSG00000139618,ENSG00000158636,BRCA2,EMSY,0.965,MM,ENSMUSG00000041147,ENSMUSG00000035401,Brca2,Emsy,0.913
231,HS,ENSG00000139618,ENSG00000158636,BRCA2,EMSY,0.965,DM,FBgn0050169,FBgn0031377,Brca2,CG15356,0.938
232,HS,ENSG00000139618,ENSG00000012048,BRCA2,BRCA1,0.998,MM,ENSMUSG00000041147,ENSMUSG00000017146,Brca2,Brca1,0.998
233,HS,ENSG00000204256,ENSG00000100393,BRD2,EP300,0.935,MM,ENSMUSG00000024335,ENSMUSG00000055024,Brd2,Ep300,0.938
234,HS,ENSG00000204256,ENSG00000100393,BRD2,EP300,0.935,MM,ENSMUSG00000024002,ENSMUSG00000022521,Brd4,Crebbp,0.547
235,HS,ENSG00000204256,ENSG00000100393,BRD2,EP300,0.935,MM,ENSMUSG00000024002,ENSMUSG00000055024,Brd4,Ep300,0.568
236,HS,ENSG00000204256,ENSG00000100393,BRD2,EP300,0.935,DM,FBgn0004656,FBgn0261617,fs(1)h,nej,0.952
237,HS,ENSG00000204256,ENSG00000068024,BRD2,HDAC4,0.937,MM,ENSMUSG00000024335,ENSMUSG00000026313,Brd2,Hdac4,0.94
238,HS,ENSG00000204256,ENSG00000068024,BRD2,HDAC4,0.937,DM,FBgn0004656,FBgn0041210,fs(1)h,HDAC4,0.94
239,HS,ENSG00000204256,ENSG00000169925,BRD2,BRD3,0.922,MM,ENSMUSG00000026918,ENSMUSG00000024335,Brd3,Brd2,0.807
240,HS,ENSG00000204256,ENSG00000169925,BRD2,BRD3,0.922,MM,ENSMUSG00000026918,ENSMUSG00000024002,Brd3,Brd4,0.745
241,HS,ENSG00000204256,ENSG00000169925,BRD2,BRD3,0.922,MM,ENSMUSG00000024335,ENSMUSG00000026918,Brd2,Brd3,0.807
242,HS,ENSG00000204256,ENSG00000169925,BRD2,BRD3,0.922,MM,ENSMUSG00000024335,ENSMUSG00000024002,Brd2,Brd4,0.529
243,HS,ENSG00000204256,ENSG00000169925,BRD2,BRD3,0.922,MM,ENSMUSG00000024002,ENSMUSG00000026918,Brd4,Brd3,0.745
244,HS,ENSG00000204256,ENSG00000169925,BRD2,BRD3,0.922,MM,ENSMUSG00000024002,ENSMUSG00000024335,Brd4,Brd2,0.529
245,HS,ENSG00000204256,ENSG00000169925,BRD2,BRD3,0.922,DM,FBgn0050417,FBgn0039124,tbrd-3,tbrd-1,0.587
246,HS,ENSG00000204256,ENSG00000169925,BRD2,BRD3,0.922,DM,FBgn0050417,FBgn0034423,tbrd-3,tbrd-2,0.909
247,HS,ENSG00000204256,ENSG00000169925,BRD2,BRD3,0.922,DM,FBgn0039124,FBgn0050417,tbrd-1,tbrd-3,0.587
248,HS,ENSG00000204256,ENSG00000169925,BRD2,BRD3,0.922,DM,FBgn0039124,FBgn0034423,tbrd-1,tbrd-2,0.798
249,HS,ENSG00000204256,ENSG00000169925,BRD2,BRD3,0.922,DM,FBgn0034423,FBgn0050417,tbrd-2,tbrd-3,0.909
250,HS,ENSG00000204256,ENSG00000169925,BRD2,BRD3,0.922,DM,FBgn0034423,FBgn0039124,tbrd-2,tbrd-1,0.798
251,HS,ENSG00000179218,ENSG00000167004,CALR,PDIA3,0.999,MM,ENSMUSG00000003814,ENSMUSG00000027248,Calr,Pdia3,0.999
252,HS,ENSG00000179218,ENSG00000167004,CALR,PDIA3,0.999,DM,FBgn0005585,FBgn0033663,Calr,ERp60,0.999
253,HS,ENSG00000179218,ENSG00000166598,CALR,HSP90B1,0.999,MM,ENSMUSG00000003814,ENSMUSG00000020048,Calr,Hsp90b1,0.999
254,HS,ENSG00000179218,ENSG00000166598,CALR,HSP90B1,0.999,DM,FBgn0005585,FBgn0039562,Calr,Gp93,0.999
255,HS,ENSG00000179218,ENSG00000089597,CALR,GANAB,0.996,MM,ENSMUSG00000003814,ENSMUSG00000071650,Calr,Ganab,0.987
256,HS,ENSG00000179218,ENSG00000089597,CALR,GANAB,0.996,MM,ENSMUSG00000003814,ENSMUSG00000062646,Calr,Ganc,0.764
257,HS,ENSG00000179218,ENSG00000089597,CALR,GANAB,0.996,DM,FBgn0005585,FBgn0027588,Calr,GCS2alpha,0.986
258,HS,ENSG00000179218,ENSG00000185624,CALR,P4HB,0.999,MM,ENSMUSG00000003814,ENSMUSG00000025130,Calr,P4hb,0.996
259,HS,ENSG00000179218,ENSG00000185624,CALR,P4HB,0.999,DM,FBgn0005585,FBgn0014002,Calr,Pdi,0.999
260,HS,ENSG00000179218,ENSG00000166710,CALR,B2M,0.993,MM,ENSMUSG00000003814,ENSMUSG00000060802,Calr,B2m,0.986
261,HS,ENSG00000179218,ENSG00000130175,CALR,PRKCSH,0.996,MM,ENSMUSG00000003814,ENSMUSG00000003402,Calr,Prkcsh,0.986
262,HS,ENSG00000179218,ENSG00000130175,CALR,PRKCSH,0.996,DM,FBgn0005585,FBgn0032643,Calr,GCS2beta,0.985
263,HS,ENSG00000141519,ENSG00000161973,CCDC40,CCDC42,0.769,MM,ENSMUSG00000039963,ENSMUSG00000045915,Ccdc40,Ccdc42,0.769
264,HS,ENSG00000141519,ENSG00000161973,CCDC40,CCDC42,0.769,DM,FBgn0262123,FBgn0032769,l(2)41Ab,CG10750,0.637
265,HS,ENSG00000141519,ENSG00000161973,CCDC40,CCDC42,0.769,DM,FBgn0262123,FBgn0032768,l(2)41Ab,CG17564,0.636
266,HS,ENSG00000141519,ENSG00000172426,CCDC40,RSPH9,0.854,MM,ENSMUSG00000039963,ENSMUSG00000023966,Ccdc40,Rsph9,0.85
267,HS,ENSG00000141519,ENSG00000172426,CCDC40,RSPH9,0.854,DM,FBgn0262123,FBgn0051803,l(2)41Ab,CG31803,0.827
268,HS,ENSG00000141519,ENSG00000112530,CCDC40,PACRG,0.707,MM,ENSMUSG00000039963,ENSMUSG00000037196,Ccdc40,Pacrg,0.653
269,HS,ENSG00000141519,ENSG00000112530,CCDC40,PACRG,0.707,DM,FBgn0262123,FBgn0032771,l(2)41Ab,CG17349,0.554
270,HS,ENSG00000141519,ENSG00000110801,CCDC40,PSMD9,0.795,MM,ENSMUSG00000039963,ENSMUSG00000029440,Ccdc40,Psmd9,0.656
271,HS,ENSG00000141519,ENSG00000110801,CCDC40,PSMD9,0.795,DM,FBgn0262123,FBgn0038166,l(2)41Ab,CG9588,0.617
272,HS,ENSG00000141519,ENSG00000139537,CCDC40,CCDC65,0.897,MM,ENSMUSG00000039963,ENSMUSG00000003354,Ccdc40,Ccdc65,0.852
273,HS,ENSG00000141519,ENSG00000214447,CCDC40,FAM187A,0.805,MM,ENSMUSG00000039963,ENSMUSG00000020930,Ccdc40,Ccdc103,0.82
274,HS,ENSG00000141519,ENSG00000214447,CCDC40,FAM187A,0.805,DM,FBgn0262123,FBgn0033623,l(2)41Ab,CG13202,0.781
275,HS,ENSG00000141519,ENSG00000111834,CCDC40,RSPH4A,0.85,MM,ENSMUSG00000039963,ENSMUSG00000040866,Ccdc40,Rsph6a,0.589
276,HS,ENSG00000141519,ENSG00000111834,CCDC40,RSPH4A,0.85,DM,FBgn0262123,FBgn0034957,l(2)41Ab,CG3121,0.778
277,HS,ENSG00000141519,ENSG00000141013,CCDC40,GAS8,0.834,MM,ENSMUSG00000039963,ENSMUSG00000040220,Ccdc40,Gas8,0.74
278,HS,ENSG00000141519,ENSG00000141013,CCDC40,GAS8,0.834,DM,FBgn0262123,FBgn0029667,l(2)41Ab,Gas8,0.824
279,HS,ENSG00000141519,ENSG00000086288,CCDC40,NME8,0.791,MM,ENSMUSG00000039963,ENSMUSG00000041138,Ccdc40,Nme8,0.765
280,HS,ENSG00000141519,ENSG00000086288,CCDC40,NME8,0.791,DM,FBgn0262123,FBgn0030359,l(2)41Ab,CG18130,0.591
281,HS,ENSG00000141519,ENSG00000135205,CCDC40,CCDC146,0.753,MM,ENSMUSG00000039963,ENSMUSG00000064280,Ccdc40,Ccdc146,0.756
282,HS,ENSG00000141519,ENSG00000157856,CCDC40,DRC1,0.882,MM,ENSMUSG00000039963,ENSMUSG00000073102,Ccdc40,Drc1,0.873
283,HS,ENSG00000141519,ENSG00000157856,CCDC40,DRC1,0.882,DM,FBgn0262123,FBgn0030004,l(2)41Ab,CG10958,0.863
284,HS,ENSG00000141519,ENSG00000127995,CCDC40,CASD1,0.51,MM,ENSMUSG00000039963,ENSMUSG00000015189,Ccdc40,Casd1,0.512
285,HS,ENSG00000141519,ENSG00000136643,CCDC40,RPS6KC1,0.67,MM,ENSMUSG00000039963,ENSMUSG00000089872,Ccdc40,Rps6kc1,0.634
286,HS,ENSG00000141519,ENSG00000136643,CCDC40,RPS6KC1,0.67,DM,FBgn0262123,FBgn0038588,l(2)41Ab,CG7156,0.721
287,HS,ENSG00000141519,ENSG00000213085,CCDC40,CFAP45,0.671,MM,ENSMUSG00000039963,ENSMUSG00000026546,Ccdc40,Cfap45,0.694
288,HS,ENSG00000141519,ENSG00000213085,CCDC40,CFAP45,0.671,DM,FBgn0262123,FBgn0029747,l(2)41Ab,CG5062,0.678
289,HS,ENSG00000141519,ENSG00000120051,CCDC40,CFAP58,0.632,MM,ENSMUSG00000039963,ENSMUSG00000046585,Ccdc40,Cfap58,0.648
290,HS,ENSG00000141519,ENSG00000145075,CCDC40,CCDC39,0.99,MM,ENSMUSG00000039963,ENSMUSG00000027676,Ccdc40,Ccdc39,0.983
291,HS,ENSG00000141519,ENSG00000145075,CCDC40,CCDC39,0.99,DM,FBgn0262123,FBgn0037276,l(2)41Ab,CG17387,0.976
292,HS,ENSG00000141519,ENSG00000214021,CCDC40,TTLL3,0.587,MM,ENSMUSG00000039963,ENSMUSG00000030276,Ccdc40,Ttll3,0.6
293,HS,ENSG00000141519,ENSG00000122735,CCDC40,DNAI1,0.815,MM,ENSMUSG00000039963,ENSMUSG00000061322,Ccdc40,Dnaic1,0.797
294,HS,ENSG00000141519,ENSG00000122735,CCDC40,DNAI1,0.815,DM,FBgn0262123,FBgn0034566,l(2)41Ab,CG9313,0.77
295,HS,ENSG00000141519,ENSG00000219200,CCDC40,RNASEK,0.531,DM,FBgn0262123,FBgn0262116,l(2)41Ab,RNASEK,0.845
296,HS,ENSG00000141519,ENSG00000129295,CCDC40,LRRC6,0.806,MM,ENSMUSG00000039963,ENSMUSG00000022375,Ccdc40,Lrrc6,0.771
297,HS,ENSG00000141519,ENSG00000129295,CCDC40,LRRC6,0.806,DM,FBgn0262123,FBgn0014395,l(2)41Ab,tilB,0.758
298,HS,ENSG00000141519,ENSG00000167131,CCDC40,CCDC103,0.841,MM,ENSMUSG00000039963,ENSMUSG00000020930,Ccdc40,Ccdc103,0.82
299,HS,ENSG00000141519,ENSG00000167131,CCDC40,CCDC103,0.841,DM,FBgn0262123,FBgn0033623,l(2)41Ab,CG13202,0.781
300,HS,ENSG00000173093,ENSG00000145491,CCDC63,ROPN1L,0.728,MM,ENSMUSG00000040189,ENSMUSG00000022236,Ccdc114,Ropn1l,0.585
301,HS,ENSG00000173093,ENSG00000145491,CCDC63,ROPN1L,0.728,MM,ENSMUSG00000043036,ENSMUSG00000022236,Ccdc63,Ropn1l,0.74
302,HS,ENSG00000173093,ENSG00000128408,CCDC63,RIBC2,0.725,MM,ENSMUSG00000040189,ENSMUSG00000022431,Ccdc114,Ribc2,0.711
303,HS,ENSG00000173093,ENSG00000128408,CCDC63,RIBC2,0.725,MM,ENSMUSG00000040189,ENSMUSG00000025257,Ccdc114,Ribc1,0.554
304,HS,ENSG00000173093,ENSG00000128408,CCDC63,RIBC2,0.725,MM,ENSMUSG00000043036,ENSMUSG00000022431,Ccdc63,Ribc2,0.764
305,HS,ENSG00000173093,ENSG00000128408,CCDC63,RIBC2,0.725,DM,FBgn0039070,FBgn0036214,CG17083,CG7264,0.753
306,HS,ENSG00000173093,ENSG00000092850,CCDC63,TEKT2,0.548,MM,ENSMUSG00000043036,ENSMUSG00000028845,Ccdc63,Tekt2,0.519
307,HS,ENSG00000173093,ENSG00000198003,CCDC63,CCDC151,0.754,MM,ENSMUSG00000040189,ENSMUSG00000039632,Ccdc114,Ccdc151,0.953
308,HS,ENSG00000173093,ENSG00000198003,CCDC63,CCDC151,0.754,MM,ENSMUSG00000043036,ENSMUSG00000039632,Ccdc63,Ccdc151,0.776
309,HS,ENSG00000173093,ENSG00000173064,CCDC63,HECTD4,0.735,MM,ENSMUSG00000043036,ENSMUSG00000042744,Ccdc63,Hectd4,0.528
310,HS,ENSG00000173093,ENSG00000163001,CCDC63,CFAP36,0.74,MM,ENSMUSG00000040189,ENSMUSG00000020462,Ccdc114,Cfap36,0.528
311,HS,ENSG00000173093,ENSG00000163001,CCDC63,CFAP36,0.74,MM,ENSMUSG00000043036,ENSMUSG00000020462,Ccdc63,Cfap36,0.753
312,HS,ENSG00000173093,ENSG00000125409,CCDC63,TEKT3,0.657,MM,ENSMUSG00000043036,ENSMUSG00000042189,Ccdc63,Tekt3,0.703
313,HS,ENSG00000173093,ENSG00000162643,CCDC63,WDR63,0.781,MM,ENSMUSG00000040189,ENSMUSG00000043020,Ccdc114,Wdr63,0.857
314,HS,ENSG00000173093,ENSG00000162643,CCDC63,WDR63,0.781,MM,ENSMUSG00000043036,ENSMUSG00000043020,Ccdc63,Wdr63,0.812
315,HS,ENSG00000173093,ENSG00000162643,CCDC63,WDR63,0.781,DM,FBgn0039070,FBgn0035799,CG17083,CG14838,0.651
316,HS,ENSG00000173093,ENSG00000123977,CCDC63,DAW1,0.628,MM,ENSMUSG00000043036,ENSMUSG00000053161,Ccdc63,Daw1,0.535
317,HS,ENSG00000173093,ENSG00000137473,CCDC63,TTC29,0.7,MM,ENSMUSG00000040189,ENSMUSG00000037101,Ccdc114,Ttc29,0.624
318,HS,ENSG00000173093,ENSG00000137473,CCDC63,TTC29,0.7,MM,ENSMUSG00000043036,ENSMUSG00000037101,Ccdc63,Ttc29,0.73
319,HS,ENSG00000134057,ENSG00000170312,CCNB1,CDK1,0.999,MM,ENSMUSG00000032218,ENSMUSG00000019942,Ccnb2,Cdk1,0.999
320,HS,ENSG00000134057,ENSG00000170312,CCNB1,CDK1,0.999,MM,ENSMUSG00000041431,ENSMUSG00000019942,Ccnb1,Cdk1,0.999
321,HS,ENSG00000134057,ENSG00000170312,CCNB1,CDK1,0.999,DM,FBgn0000405,FBgn0004106,CycB,Cdk1,0.999
322,HS,ENSG00000134057,ENSG00000053900,CCNB1,ANAPC4,0.999,MM,ENSMUSG00000032218,ENSMUSG00000029176,Ccnb2,Anapc4,0.891
323,HS,ENSG00000134057,ENSG00000053900,CCNB1,ANAPC4,0.999,MM,ENSMUSG00000041431,ENSMUSG00000029176,Ccnb1,Anapc4,0.99
324,HS,ENSG00000134057,ENSG00000053900,CCNB1,ANAPC4,0.999,DM,FBgn0000405,FBgn0052707,CycB,APC4,0.985
325,HS,ENSG00000134057,ENSG00000157456,CCNB1,CCNB2,0.999,MM,ENSMUSG00000032218,ENSMUSG00000041431,Ccnb2,Ccnb1,0.999
326,HS,ENSG00000134057,ENSG00000157456,CCNB1,CCNB2,0.999,MM,ENSMUSG00000041431,ENSMUSG00000032218,Ccnb1,Ccnb2,0.999
327,HS,ENSG00000134057,ENSG00000163535,CCNB1,SGO2,0.989,MM,ENSMUSG00000032218,ENSMUSG00000026039,Ccnb2,Sgo2a,0.962
328,HS,ENSG00000134057,ENSG00000163535,CCNB1,SGO2,0.989,MM,ENSMUSG00000041431,ENSMUSG00000026039,Ccnb1,Sgo2a,0.993
329,HS,ENSG00000134057,ENSG00000101057,CCNB1,MYBL2,0.991,MM,ENSMUSG00000032218,ENSMUSG00000017861,Ccnb2,Mybl2,0.726
330,HS,ENSG00000134057,ENSG00000101057,CCNB1,MYBL2,0.991,MM,ENSMUSG00000041431,ENSMUSG00000017861,Ccnb1,Mybl2,0.847
331,HS,ENSG00000134057,ENSG00000101057,CCNB1,MYBL2,0.991,DM,FBgn0000405,FBgn0002914,CycB,Myb,0.86
332,HS,ENSG00000134057,ENSG00000128944,CCNB1,KNSTRN,0.842,MM,ENSMUSG00000032218,ENSMUSG00000027331,Ccnb2,Knstrn,0.815
333,HS,ENSG00000134057,ENSG00000128944,CCNB1,KNSTRN,0.842,MM,ENSMUSG00000041431,ENSMUSG00000027331,Ccnb1,Knstrn,0.849
334,HS,ENSG00000134057,ENSG00000105325,CCNB1,FZR1,0.999,MM,ENSMUSG00000032218,ENSMUSG00000020235,Ccnb2,Fzr1,0.938
335,HS,ENSG00000134057,ENSG00000105325,CCNB1,FZR1,0.999,MM,ENSMUSG00000041431,ENSMUSG00000020235,Ccnb1,Fzr1,0.997
336,HS,ENSG00000134057,ENSG00000105325,CCNB1,FZR1,0.999,DM,FBgn0000405,FBgn0262699,CycB,fzr,0.999
337,HS,ENSG00000134057,ENSG00000105325,CCNB1,FZR1,0.999,DM,FBgn0000405,FBgn0034937,CycB,fzr2,0.968
338,HS,ENSG00000134057,ENSG00000127564,CCNB1,PKMYT1,0.997,MM,ENSMUSG00000032218,ENSMUSG00000023908,Ccnb2,Pkmyt1,0.992
339,HS,ENSG00000134057,ENSG00000127564,CCNB1,PKMYT1,0.997,MM,ENSMUSG00000041431,ENSMUSG00000023908,Ccnb1,Pkmyt1,0.993
340,HS,ENSG00000134057,ENSG00000127564,CCNB1,PKMYT1,0.997,DM,FBgn0000405,FBgn0040298,CycB,Myt1,0.999
341,HS,ENSG00000134057,ENSG00000117399,CCNB1,CDC20,0.999,MM,ENSMUSG00000032218,ENSMUSG00000006398,Ccnb2,Cdc20,0.999
342,HS,ENSG00000134057,ENSG00000117399,CCNB1,CDC20,0.999,MM,ENSMUSG00000041431,ENSMUSG00000006398,Ccnb1,Cdc20,0.999
343,HS,ENSG00000134057,ENSG00000117399,CCNB1,CDC20,0.999,DM,FBgn0000405,FBgn0001086,CycB,fzy,0.999
344,HS,ENSG00000134057,ENSG00000111206,CCNB1,FOXM1,0.997,MM,ENSMUSG00000032218,ENSMUSG00000001517,Ccnb2,Foxm1,0.902
345,HS,ENSG00000134057,ENSG00000111206,CCNB1,FOXM1,0.997,MM,ENSMUSG00000041431,ENSMUSG00000001517,Ccnb1,Foxm1,0.996
346,HS,ENSG00000134057,ENSG00000123374,CCNB1,CDK2,0.999,MM,ENSMUSG00000032218,ENSMUSG00000025358,Ccnb2,Cdk2,0.971
347,HS,ENSG00000134057,ENSG00000123374,CCNB1,CDK2,0.999,MM,ENSMUSG00000041431,ENSMUSG00000025358,Ccnb1,Cdk2,0.995
348,HS,ENSG00000134057,ENSG00000123374,CCNB1,CDK2,0.999,DM,FBgn0000405,FBgn0004107,CycB,Cdk2,0.994
349,HS,ENSG00000134057,ENSG00000164162,CCNB1,ANAPC10,0.999,MM,ENSMUSG00000032218,ENSMUSG00000036977,Ccnb2,Anapc10,0.919
350,HS,ENSG00000134057,ENSG00000164162,CCNB1,ANAPC10,0.999,MM,ENSMUSG00000041431,ENSMUSG00000036977,Ccnb1,Anapc10,0.989
351,HS,ENSG00000134057,ENSG00000164162,CCNB1,ANAPC10,0.999,DM,FBgn0000405,FBgn0034231,CycB,APC10,0.994
352,HS,ENSG00000134057,ENSG00000166851,CCNB1,PLK1,0.999,MM,ENSMUSG00000032218,ENSMUSG00000021701,Ccnb2,Plk2,0.884
353,HS,ENSG00000134057,ENSG00000166851,CCNB1,PLK1,0.999,MM,ENSMUSG00000032218,ENSMUSG00000030867,Ccnb2,Plk1,0.998
